ME   gamma_EE_chiLchiL   gamma_EE_ff   gamma_EE_BB   
553350109.2157371   0.6439260775614561   25.542400608372116   80.0772498141423
561694278.3556387   0.6343603256714854   25.162959123692367   78.88767366488285
570164272.2807478   0.6249366764426856   24.789154377802397   77.71576909423214
578761988.3491197   0.6156530188892716   24.42090263493428   76.56127358457836
587489352.5297769   0.6065072733848959   24.058121403244392   75.42392851810128
596348319.8341275   0.5974973911968114   23.700729416335264   74.30347911884182
605340874.7539136   0.5886213540269267   23.348646615050733   73.19967439562865
614469031.7057601   0.5798771735596854   23.00179412954185   72.1122670858534
623734835.4824191   0.5712628910166685   22.6600942615994   71.04101360008207
633140361.710817   0.5627765767178153   22.323470467249074   69.98567396748933
642687717.3170193   0.5544163296491509   21.991847339604558   68.94601178210206
652379040.9982074   0.546180277036938   21.665150591975642   67.92179414984186
662216503.7017615   0.5380665739281622   21.343307041227426   66.91279163635502
672202309.1115676   0.5300734027772491   21.0262445913868   65.91877821561766
682338694.141669   0.5221989730389135   20.713892217492063   64.93953121930319
692627929.4373641   0.5144415207670533   20.406179949682457   63.97483128690179
703072319.8838327   0.5067993082196244   20.10303885752483   63.02446231658342
713674205.1224748   0.49927062346935297   19.804401034571896   62.08821141678682
724435960.0749891   0.4918537800202646   19.51019958315123   61.165868858531994
735359995.4754008   0.484547116429877   19.220368599378915   60.25722802843682
746448758.4100654   0.4773489959370373   18.93484315839707   59.362085382435765
757704732.8658625   0.4702578060952564   18.653559299829467   58.48024040018222
769130440.2866082   0.4632719584115217   18.37645401345443   57.61149554013175
780728440.1379069   0.4563898879904433   18.103465225089305   56.75565619528923
792501330.4804734   0.44961005318371794   17.83453178268584   55.91253064961672
804451748.5521322   0.4429309352447779   17.569593442631287   55.08193003508644
816582371.3585906   0.43635103798857483   17.30859085625315   54.263668289372184
828895916.2731059   0.4298688874564238   17.05146555652467   53.45756211417012
841395141.6451964   0.4234830315858256   16.798159944967765   52.66343093413852
854082847.418544   0.4171920398851887   16.548617278750346   51.881096856446945
866961875.7582144   0.41099450311338204   16.302781657975235   51.110384630926106
880035111.6873221   0.4048890329640537   16.060598013158145   50.35112161081043
893305483.7332963   0.39887426175464313   15.822012092891846   49.60313771406425
906775964.583904   0.3929488421200018   15.586970451693094   48.8662653852813
920449571.7531722   0.3871114467105676   15.355420438030214   48.14033955815004
934329368.2573129   0.3813607678950361   15.12731018252908   47.42519761847877
948418463.3008978   0.3756955174674272   14.902588586353428   46.720679367766955
962720012.9733186   0.37011442635852637   14.681205309758665   46.02662698732072
977237220.9558111   0.3646162443515901   14.463110760814876   45.34288500289854
991973339.2390798   0.3591997398022967   14.248256084298195   44.66930024988501
1006931668.8518044   0.35386369936283524   14.036593150746333   44.00572183897907
1022115560.6000704   0.34860692771011553   13.828074545677595   43.35200112239485
1037528415.8180126   0.34342824727799304   13.622653558969091   42.707991660561696
1053173687.1297182   0.3383264979934936   13.420284174393696   42.07354918932168
1069054879.2226577   0.333300537016941   13.22092105931175   41.44853158761241
1085175549.632778   0.3283492384859481   13.024519554516047   40.83279884563027
1101539309.5414145   0.32347149326321567   12.831035664227855   40.226213033467374
1118149824.584221   0.3186662086880778   12.640426046241561   39.62863827021416
1135010815.6723144   0.3139323083317331   12.452648002215485   39.03994069352051
1152126059.825804   0.309268731756112   12.26765946810698   38.45998842960906
1169499391.01987   0.3046744342763313   12.085419004749767   37.888651563734456
1187134701.0436   0.3001483867266772   11.90588578857128   37.32580211108166
1205035940.3717961   0.29568957523006045   11.729019602447718   36.77131398809571
1223207119.0499325   0.2912970009708942   11.554780826694861   36.2250629842375
1241652307.5924094   0.2869696799713588   11.383130430193244   35.686926734160394
1260375637.8944259   0.2827066428709719   11.21402996164444   35.15678469029814
1279381304.1575227   0.27850693470945204   11.047441540957978   34.634518095862184
1298673563.8291643   0.2743696147127893   10.883327850765488   34.120009958237965
1318256738.5564048   0.2702937560825121   10.721652128061596   33.61314502277853
1338135215.1540198   0.2662784457880669   10.562378155968343   33.11380974698533
1358313446.5871513   0.26232278436229933   10.405470255622598   32.621892275074714
1378795952.9688573   0.2584258856999568   10.250893278183314   32.13728241292013
1399587322.5726206   0.25458687685919984   10.098612596958166   31.659871603368533
1420692212.8601816   0.2508048978660518   9.948594099646701   31.189552901922166
1442115351.5248652   0.24707910152175455   9.800804180698801   30.72622095278173
1463861537.550617   0.24340865321299035   9.655209733786794   30.269771965245962
1485935642.287009   0.23979273072492208   9.51177814438941   29.820103690461753
1508342610.540479   0.23623052405700798   9.370477282485753   29.377115398519283
1531087461.6820319   0.23272123524155075   9.231275495357737   28.940707855887158
1554175290.7715833   0.22926407816495173   9.094141600499857   28.51078330318393
1577611269.69935   0.2258582783916073   8.959044878633728   28.087245433278326
1601400648.344352   0.2225030729904348   8.825955066826966   27.669999369716308
1625548755.7504852   0.21919771036396152   8.694842351713692   27.258951645466983
1650061001.3202252   0.21594145007996768   8.5656773628164   26.854010181986094
1674942876.0264382   0.21273356270561472   8.438431165966355   26.455084268588557
1700199953.642355   0.20957332964405304   8.31307525682238   26.06208454212938
1725837891.990204   0.20646004297344245   8.189581554485327   25.67492296698455
1751862434.2085683   0.20339300528837734   8.067922395207948   25.29351281533107
1778279410.0389228   0.20037152954365808   7.9480705261978235   24.917768647718656
1805094737.1315649   0.1973949389003856   7.82999909951245   24.54760629393043
1832314422.371211   0.19446256657434435   7.713681666045095   24.182942834128134
1859944563.2225792   0.19157375568663795   7.599092169600014   23.82369658027751
1887991349.0962925   0.18872785911654077   7.486204941055558   23.46978705784923
1916461062.7353814   0.18592423935653524   7.374994692613997   23.121134987791706
1945360081.6226614   0.18316226836950542   7.265436512136853   22.777662268771888
1974694879.409334   0.18044132744805289   7.157505857564441   22.439291959680183
2004472027.3651593   0.17776080707589836   7.051178551418127   22.10594826239464
2034698195.8505082   0.1751201067913425   6.946430775384267   21.777556504801193
2065380155.810527   0.17251863505276194   6.843239064978905   21.454043124067113
2096524780.2919602   0.1699558091060925   6.74158030429125   21.13533565016142
2128139045.9827092   0.1674310548542926   6.641431720805734   20.8213626896217
2160230034.774744   0.16494380672873457   6.542770880300541   20.512053909560596
2192804935.3504453   0.16249350756251735   6.445575681822332   20.20734002191122
2225871044.7930055   0.1600796084656506   6.349824352735221   19.907152767905373
2259435770.2209735   0.15770156870210347   6.255495443843717   19.61142490278354
2293506630.447591   0.15535885556866944   6.162567824587675   19.3200901807308
2328091257.665013   0.15305094427564017   6.0710206783090515   19.03308334003776
2363197399.154016   0.15077731782924608   5.9808334975886925   18.75034008848096
2398832919.019485   0.14853746691584346   5.891986079652433   18.4717970889208
2435005799.9520235   0.14633088978782446   5.804458521845532   18.19739194511346
2471724145.0161343   0.1441570921512227   5.718231217174342   17.927063187733786
2508996179.465399   0.1420155870549849   5.6332848499141095   17.6607502606054
2546830252.585034   0.1399058947818887   5.549600391282029   17.398393507135406
2585234839.5621886   0.1378275427410824   5.467159095174656   17.139934156950922
2624218543.3844447   0.13578006536222126   5.385942493968659   16.885314312734064
2663790096.766987   0.13376300399117422   5.305932394383837   16.63447693725229
2703958364.108846   0.1317759067872798   5.227110873407614   16.387365840581328
2744732343.4785323   0.12981832862213286   5.1494602742802424   16.143925667518577
2786121168.629772   0.1278898309798676   5.072963202539366   15.904101885182449
2828134111.0474696   0.12598998185893037   4.997602522123669   15.66784077079708
2870780582.024692   0.12411835567530259   4.923361351534059   15.435089399657356
2914070134.7708   0.12227453316717041   4.85022306005222   15.205795633273825
2958012466.5515466   0.120458101301002   4.77817126401503   14.97990810769267
3002617420.8612614   0.1186686531790281   4.7071898231446   14.757376221990194
3047894989.627983   0.11690578794808931   4.637262836932566   14.538150126937259
3093855315.4516582   0.11516911070984451   4.568374641078351   14.322180713833015
3140508693.8762164   0.11345823243230835   4.500509803980152   14.109419603503895
3187865575.695893   0.11177276986270385   4.433653123278095   13.899819135466124
3235936569.296281   0.11011234544161076   4.367789622448783   13.693332357249437
3284732443.030683   0.10847658721838992   4.302904547450469   13.489913013879399
3334264127.632347   0.10686512876786171   4.23898336341796   13.289515537515756
3384542718.6630826   0.10527760910822256   4.176011751406642   13.092095037244661
3435579478.998743   0.10371367262018252   4.11397560518494   12.897607289022845
3487385841.352187   0.10217296896730411   4.052861028074423   12.706008725771103
3539973410.8343425   0.10065515301752281   3.992654329836782   12.517256427614754
3593353967.5539007   0.0991598847658328   3.933342023607032   12.331308112269024
3647539469.256073   0.09768682925812584   3.874910822872458   12.148122125567788
3702542054.001352   0.09623565651615494   3.8173476384961695   11.967657432132254
3758374042.8844357   0.09480604146361944   3.760639575785143   11.789873606179007
3815047942.794385   0.09339766385334174   3.704773931601565   11.614730822463915
3872576449.2161646   0.09201020819553188   3.6497381915173324   11.442189847361254
3930972449.074674   0.09064336368711196   3.595520027010579   11.272212030074638
3990249023.6214123   0.08929682414209635   3.5421072927040993   11.104759293979248
4050419451.3649306   0.08797028792300006   3.4894880236445402   10.939794128091947
4111497211.0452294   0.08666345787327184   3.4376504326222523   10.777279578668807
4173495984.653169   0.0853760412507271   3.386582907530792   10.61717924092692
4236429660.4954004   0.0841077496619703   3.33627400876568   10.459457250889393
4300312336.305441   0.08285829899779275   3.2867124666618452   10.304078277351485
4365158322.401666   0.08162740936953031   3.237887178969146   10.15100751396622
4430982144.892984   0.08041480504636483   3.18978720836533   10.000210671447347
4497798548.932884   0.07922021439355706   3.142401780005937   9.851653969888082
4565622502.022352   0.0780433698116   3.095720279110719   9.705304131194366
4634469197.3628845   0.07688400767627172   3.0497322485857308   9.56112837162998
4704354057.259755   0.07574186827958355   3.004427386680943   9.419094394472962
4775292736.576912   0.07461669577160047   2.9597955446824513   9.279170382780537
4847301126.243654   0.07350823810313084   2.915826724639174   9.141324992262131
4920395356.814511   0.07241624696926265   2.8725110771231126   9.005527344257658
4994591802.082475   0.07134047775374319   2.829838899023089   8.871747018820699
5069907082.747045   0.0702806894741804   2.787800631371059   8.739954047903863
5146358070.13728   0.06923664472806262   2.7463868572009003   8.610118908645914
5223961889.991198   0.06820810963957727   2.7055882994388827   8.482212516758263
5302735926.292132   0.06719485380721996   2.6653958188255   8.356206220009755
5382697825.162882   0.0661966502521829   2.6258004118682097   8.232071791808345
5463865498.818551   0.06521327536751023   2.586793208824591   8.109781424878186
5546257129.579104   0.06424450886800719   2.5483654717154107   7.989307725030441
5629891173.942418   0.06329013374089373   2.51050859236722   7.870623705026647
5714786366.718666   0.06234993619719224   2.473214090484061   7.753702778533433
5800961725.227046   0.061423705623837206   2.4364736117478216   7.638518754166957
5888436553.555884   0.06051123453649542   2.4002789259467696   7.5250458296257445
5977230446.886999   0.05961231853308686   2.3646219251318787   7.413258585910633
6067363295.885047   0.05872675624799833   2.329494621800639   7.303131981630891
6158855291.153401   0.05785434930697382   2.294889147107706   7.194641347394473
6251726927.756849   0.05699490228267872   2.260797749102283   7.0877623802820855
6345999009.812872   0.056148222650920315   2.2272127909915307   6.98247113840286
6441692655.151762   0.05531412074752244   2.1941267494299344   6.878744035531384
6538829300.0474205   0.054492409725837125   2.1615322128339263   6.776557835823937
6637430704.019075   0.05368290551489107   2.129421879721699   6.675889648613672
6737518954.705829   0.052885426778150016   2.0977885570775254   6.576716923282655
6839116472.814306   0.052099794872899445   2.066625158740527   6.479017444210534
6942246017.14119   0.05132583381022614   2.035924703817273   6.382769325797912
7046930689.6714525   0.05056337021559458   2.0056803151179814   6.287951007563747
7153193940.75337   0.04981223329001001   1.9758852176159853   6.194541249315648
7261059574.351559   0.04907225477175808   1.9465327369300682   6.102519126391912
7370551753.379339   0.04834326889871231   1.9176162978293367   6.011864024974164
7481695005.111523   0.04762511237120145   1.889129422760282   5.922555637469613
7594514226.678687   0.046917624315429195   1.861065730395767   5.834573957962015
7709034690.644308   0.04622064624743731   1.8334189342055651   5.747899277730204
7825282050.666111   0.0455340220376034   1.8061828410481002   5.662512180833105
7943282347.242822   0.04485759787566575   1.7793513497831037   5.578393539760313
8063062013.547266   0.044191222236269874   1.7529184499049573   5.495524511147521
8184647881.347903   0.043534745845023724   1.7268782201962183   5.413886531555234
8308067187.019132   0.042888021645060434   1.7012248274012742   5.333461313310568
8433347577.642756   0.04225090476409471   1.6759525249195817   5.254230840410469
8560517117.200932   0.04162325248197147   1.6510556515184254   5.1761773644861275
8689604292.86302   0.04100492419869387   1.6265286300646997   5.099283400827009
8820638021.366713   0.04039578140292889   1.602365966275628   5.023531724464278
8953647655.495937   0.03979568764097818   1.5785622474879433   4.94890536631209
9088662990.655895   0.03920450848621232   1.555112141445441   4.875387609366486
9225714271.547628   0.03862211150895749   1.5320103951044906   4.802961984960576
9364832198.943184   0.0380483662468296   1.5092518334572846   4.731612269075353
9506047936.562809   0.037483144175509985   1.4868313583726092   4.661322478705421
9649393118.055834   0.03692631867995484   1.4647439474538186   4.592076868278661
9794899854.08698   0.03637776502603216   1.4429846529137678   4.523859926129063
9942600739.529537   0.03583736033257964   1.4215486004664413   4.456656371021913
10092528860.766834   0.03530498354387859   1.400430988235085   4.3904511487307
10244717803.103823   0.03478051540253655   1.379627085676552   4.325229428664864
10399201658.290579   0.034263838422772176   1.3591322325216018   4.260976600547556
10556015032.15926   0.03375483686409713   1.3389418377309465   4.197678271142781
10715193052.376093   0.033253396705389245   1.3190513784668236   4.1353202610311905
10876771376.310003   0.03275940561935163   1.2994563990798715   4.073888601433869
11040786199.020712   0.03227275294734873   1.2801525101109603   4.013369531083008
11207274261.366478   0.03179332967461866   1.261135387307948   3.953749493139358
11376272858.234333   0.03132102840585308   1.2424007706570153   3.8950151321554016
11547819846.894583   0.030855743341139233   1.2239444634283654   3.837153291083552
11721953655.48128   0.03039737025225965   1.2057623312361154   3.780151008328839
11898713291.600403   0.029945806459344283   1.1878503011121617   3.7239955148454222
12078138351.067823   0.029500950807869415   1.1702043605938033   3.6686742312762117
12260269026.779228   0.02906270364599799   1.1528205568249092   3.614174765134981
12445146117.713818   0.028630966802256276   1.1356949956704263   3.5604849080302654
12632811038.073555   0.028205643563542895   1.11882384084407   3.507592632930627
12823305826.56023   0.02778663865346433   1.1022033130489675   3.4554860914704997
13016673155.792633   0.027373858210991968   1.0858296891310515   3.404153611296024
13212956341.865711   0.02696720976943604   1.0696993012450284   3.353583693450294
13412199354.053696   0.0265666022357325   1.0538085360327571   3.30376500979752
13614446824.65951   0.026171945870037516   1.0381538338138314   3.25468640048544
13819744059.012934   0.025783152265624706   1.022731687788169   3.206336871445387
14028137045.619589   0.025400134329080844   1.0075386432504414   3.158705591929465
14239672466.462465   0.02502280626079681   0.992571296816216   3.111781892084455
14454397707.45928   0.02465108353574729   0.977826295659551   3.0655552605616117
14672360869.077496   0.024284882884556252   0.9633003367619235   3.020015342162006
14893610777.109154   0.02392412227484394   0.9489901661723295   2.9751519355168874
15118196993.608198   0.023568720892851145   0.9348925782783796   2.930954990802513
15346169827.99294   0.023218599125335884   0.9210044150881994   2.8874146074888514
15577580348.315987   0.022873678541739155   0.9073225655230056   2.8445210321217633
15812480392.703827   0.02253388187661589   0.8938439647202001   2.802264656138154
16050922580.968931   0.022199133012327038   0.8805655933468223   2.7606360137135884
16292960326.397215   0.021869356961988225   0.8674844769231802   2.719625779641834
16538647847.713238   0.021544479852671872   0.8545976851565332   2.6792247672459055
16788040181.22559   0.021224428908859123   0.8419023312846867   2.6394239263201866
17041193193.155394   0.020909132436137613   0.8293955714293353   2.6002143411031176
17298163592.150997   0.020598519805141095   0.8170746039590029   2.5615872282799668
17559008941.991386   0.020292521435727608   0.8049366688614419   2.523533935015251
17823787674.480873   0.019991068781393055   0.7929790471253733   2.486045937014455
18092559102.53822   0.01969409431391632   0.7811990601314085   2.4491148366145232
18365383433.483437   0.01940153150823211   0.769594069052006   2.412732360902682
18642321782.525   0.019113314827528514   0.7581614742603405   2.376890359863204
18923436186.4498   0.01882937970856661   0.7468987147479825   2.341580804551785
19208789617.520164   0.018549662547217436   0.7358032675511956   2.306795785296959
19498445997.580414   0.018274100684213947   0.724872647185766   2.2725275099282314
19792470212.375793   0.018002632391114878   0.7141044050902349   2.238768302030585
20090928126.08732   0.01773519685647719   0.7034961290774063   2.2055105992249127
20393886596.08614   0.017471734172233497   0.6930454427939841   2.172746951473944
20701413487.91037   0.017212185320272057   0.6827500051882452   2.1404700194133595
21013577690.46747   0.01695649215921624   0.6726075099856257   2.1086725727077162
21330449131.465794   0.016704597411400467   0.6626156851720991   2.077347488430804
21652098793.079266   0.016456444650039353   0.6527722924852198   2.0464877494700278
21978598727.848186   0.016211978286587426   0.6430751269127243   2.016086442954488
22310022074.81954   0.015971143558286913   0.6335220161985942   1.9861367587064531
22646443075.93062   0.0157338865159005   0.6241108203564549   1.9566319877158287
22987937092.640114   0.015500154011626051   0.6148394311901945   1.927565520637263
23334580622.809948   0.015269893687190906   0.6057057718217013   1.8989308463095749
23686451317.841366   0.015043053962123246   0.5967077962256311   1.870721550297206
24043628000.069347   0.014819584022197702   0.5878434887710812   1.8429313134533478
24406190680.41976   0.014599433808052367   0.5791108637700657   1.8155539105043734
24774220576.332863   0.014382554003974875   0.5705079650326964   1.7885832086552969
25147800129.956142   0.014168896026855539   0.5620328654289914   1.762013166216013
25527013026.612473   0.01395841201530414   0.5536836664571732   1.7358378312478846
25911944213.54657   0.01375105481892838   0.5454584978183816   1.710051340230432
26302679918.953815   0.013546777987771874   0.5373555169977139   1.6846479167478667
26699307671.295937   0.01334553576190906   0.5293729088514892   1.6596218701951355
27101916318.908417   0.013147283061194405   0.5215088852006345   1.6349675945031548
27510596049.90358   0.012951975475163932   0.5137616844301109   1.6106795668829867
27925438412.373363   0.012759569253086965   0.5061295710942997   1.5867523465886941
28346536334.89671   0.012570021294165686   0.49861083552825264   1.5631805736985807
28773984147.356667   0.01238328913787999   0.4912037934647027   1.5399589679144978
29207877602.071404   0.012199330954475895   0.4839067856567726   1.5170823273790013
29648313895.243393   0.01201810553559534   0.476718177506289   1.4945455275100976
30095391688.73204   0.011839572285045246   0.46963635869762277   1.4723435198533004
30549211132.15509   0.011663691209703475   0.46265974283695815   1.4504713309507182
31009873885.323334   0.011490422910559921   0.455786767096923   1.428924061226942
31477483141.013237   0.011319728573890782   0.4490158918665012   1.407696883891498
31952143648.08222   0.011151569962564284   0.4423456004061604   1.3867850438576454
32433961734.934868   0.010985909407474624   0.43577439850806426   1.3661838566771214
32923045333.340656   0.010822709799104052   0.42930081416136934   1.3458887074908186
33419504002.611496   0.010661934579210074   0.4229233972224829   1.325895049995025
33923448954.144325   0.010503547732635917   0.4166407190902128   1.3061984054229896
34434993076.33377   0.010347513779242767   0.41045137238574486   1.2867943615416342
34954250959.85996   0.010193797765961927   0.4043539706373798   1.2676785716631769
35481338923.357605   0.010042365258965113   0.3983471479699539   1.2488467536714474
36016375039.47273   0.009893182335950854   0.39242955879886715   1.230294689062639
36559479161.31239   0.009746215578545511   0.38659987752865577   1.212018222000317
37110772949.292564   0.009601432064817325   0.3808567982560506   1.1940132583844816
37670379898.39093   0.009458799361901648   0.37519903447744457   1.1762757649344597
38238425365.811226   0.009318285518735658   0.3696253188007019   1.1588017682854044
38815036599.064705   0.009179859058900872   0.3641344026612458   1.1415873540982109
39400342764.4745   0.009043488973572265   0.3587250560423729   1.124628666182683
39994474976.10978   0.008909144714572059   0.35339606719972017   1.1079219056337153
40597566325.15678   0.008776796187526562   0.3481462423898196   1.0914633299802945
41209751909.73304   0.008646413745124659   0.3429744056026854   1.075249252347138
41831168865.14965   0.008517968180476712   0.337879398298383   1.0592760406288249
42461956394.6313   0.008391430720571885   0.3328600791475035   1.0435401166761584
43102255800.49948   0.008266773019832615   0.3279153237754909   1.0280379554946175
43752210515.82521   0.008143967153765018   0.32304402451077474   1.0127660844547333
44411966136.55898   0.008022985612703619   0.3182450901366446   0.9977210825141974
45081670454.146   0.007903801295648834   0.3135174456468032   0.982899579451506
45761473488.63324   0.007786387504196055   0.3088600320045541   0.9682982551109923
46451527522.274925   0.0076707179365550085   0.3042718059055686   0.953913838659087
47151987133.64485   0.007556766681657972   0.29975173954417944   0.9397431078516296
47863009232.2638   0.007444508213355396   0.2952988203831396   0.9257828883120502
48584753093.74911   0.007333917384697717   0.2909120509268014   0.9120300528202641
49317380395.493546   0.007224969422302322   0.2865904484976724   0.8984815206121626
50061055252.88215   0.0071176399208040825   0.28233304501628714   0.8851342566894932
50815944256.056   0.0070119048373882935   0.27813888678434645   0.871985271139988
51582216507.2304   0.00690774048640479   0.2740070342710774   0.8590316184675847
52360043658.57495   0.0068051235340622065   0.26993656190277315   0.8462703969326195
53149599950.664825   0.006704030993201027   0.26592655785545605   0.8336987479018121
53951062251.51268   0.00660444021814422   0.2619761238506203   0.8213138552079037
54764610096.18943   0.006506328899624279   0.25808437495400455   0.8091129445187938
55590425727.04048   0.0064096750597859185   0.2542504393773649   0.7970932827160863
56428694134.510376   0.006314457047262743   0.2504734582831837   0.785252177282836
57279603098.5828   0.006220653532327091   0.24675258559227892   0.7735869757003925
58143343230.84471   0.006128243502112018   0.24308698779427715   0.7620950648542153
59020108017.18454   0.00603720625590428   0.2394758437609015   0.7507738704485223
59910093861.13537   0.00594752140050712   0.2359183445620287   0.7396208564296136
60813500127.871635   0.005859168845671955   0.23241369328447953   0.7286335244177681
61730529188.86834   0.005772128799598018   0.2289611048535048   0.717809413147586
62661386467.23363   0.005686381764498859   0.22555980585692262   0.7071460979166507
63606280483.725975   0.00560190853223462   0.222209034371866   0.6966411900423678
64565422903.46536   0.005518690180009161   0.21890803979410192   0.6862923363268676
65539028583.34768   0.005436708066131252   0.21565608266989167   0.6760972185298775
66527315620.174194   0.005355943825838676   0.2124524345303474   0.6660535528494165
67530505399.50779   0.005276379367184329   0.2092963777282471   0.6561590894101977
68548822645.26592   0.005197996866983399   0.2061872052772729   0.646411611759632
69582495470.06042   0.005120778766820842   0.2031242206936408   0.6368089363713219
70631755426.29623   0.005044707769118195   0.20010673784008431   0.627348912155942
71696837558.04187   0.004969766833258697   0.19713408077215103   0.6180294199793669
72777980453.68242   0.004895939171769969   0.19420558358678214   0.6088483721879571
73875426299.3638   0.004823208246563601   0.1913205902731493   0.5998037121409221
74989420933.24559   0.004751557765230382   0.1884784545656991   0.5908934137496038
76120213900.57167   0.004680971677390635   0.18567853979938262   0.5821154810236119
77268058509.57022   0.004611434171098792   0.1829202187670372   0.5734679476237038
78433211888.19633   0.004542929669301432   0.1802028735788885   0.5649488764213157
79615935041.73184   0.0044754428263478205   0.17752589552413514   0.5565563590646191
80816492911.25351   0.004408958524552314   0.17488868493459087   0.5482885155510295
82035154432.98177   0.0043434618708078875   0.17229065105035468   0.5401434938060727
83272192598.5242   0.004278938193249974   0.16973121188747595   0.532119469268506
84527884516.02892   0.004215373037969796   0.1672097941075838   0.5242146444815959
85802511472.26004   0.004152752165776524   0.16472583288945222   0.5164272486904672
87096358995.60797   0.004091061549007587   0.1622787718024762   0.5087555374454397
88409716920.04962   0.004030287368386396   0.15986806268202775   0.5011977922112618
89742879450.07472   0.0039704160099266386   0.1574931655066596   0.4937523199821355
91096145226.59105   0.003911434061882607   0.1551535482771352   0.4864174529024653
92469817393.82248   0.0038533283117448544   0.15284868689725606   0.47919154789324475
93864203667.21356   0.003796085743280566   0.1505780650564634   0.47207298628400424
95279616402.36502   0.003739693533617631   0.1483411741141727   0.4650601734501905
96716372665.00188   0.0036841390503722943   0.14613751298583758   0.4581515384559696
98174794301.99864   0.0036294098488194038   0.14396658803070272   0.4513455337023245
99655208013.47682   0.003575493669104645   0.14182791294122257   0.4446406345803737
101157945425.98962   0.0035223784334981914   0.13972100863412273   0.43803533912984277
102683343166.80861   0.0034700522436892063   0.13764540314308213   0.4315281677026126
104231742939.33058   0.003418503378120536   0.13560063151300877   0.42511766263126904
105803491599.62303   0.0033677202893629484   0.13358623569588485   0.41880238790256863
107398941234.12418   0.0033176916015283707   0.13160176444815838   0.41258092883575376
109018449238.51268   0.003268406107721608   0.12964677322966153   0.406451891765655
110662378397.76675   0.0032198527675299225   0.12772082410403032   0.4004139037304995
112331096967.43231   0.0031720207045498566   0.12582348564060222   0.39446561216435305
114024978756.1165   0.003124899203950778   0.12395433281776995   0.3886056845941274
115744403209.22354   0.003078477710074697   0.12211294692777423   0.38283280834109834
117489755493.95303   0.003032745824071715   0.12029891548290998   0.37714569022685623
119261426585.58195   0.0029876933015705646   0.1185118321231244   0.37154305628361833
121059813355.0483   0.002943310050383736   0.11675129652498693   0.3660236514688439
122885318657.85089   0.0028995861282468064   0.115016914312016   0.36058623938410217
124738351424.29433   0.00285651174059124   0.11330829696633353   0.35522960199810233
126619326751.09418   0.002814077238350297   0.11162506174163245   0.34995253937384085
128528665994.36154   0.0027722731157975634   0.10996683157743865   0.34475386939980684
130466796863.98976   0.0027310900084176145   0.10833323501464703   0.3396324275251809
132434153519.46643   0.002690518690808244   0.10672390611231022   0.33458706649896225
134431176667.13025   0.002650550074613874   0.10513848436566346   0.3296166561129708
136458313658.89238   0.002611175206489688   0.10357661462536896   0.3247200829486725
138516018592.44638   0.0025723852660960306   0.10203794701796008   0.31989625012776585
140604752412.9913   0.0025341715641225416   0.10052213686746553   0.3151440770664687
142724983016.48898   0.0024965255403416493   0.09902884461819787   0.31046249923345437
144877185354.476   0.002459438761691021   0.09755773575869067   0.30585046791138887
147061841540.45618   0.0024229029203844932   0.09610848074676552   0.30130694996201157
149279440957.89944   0.00238690983205104   0.094680754935711   0.2968309275946997
151530480369.8697   0.002351451433901366   0.09327423850155757   0.2924213981384714
153815464030.30325   0.002316519782921793   0.09188861637143514   0.2880773738173804
156134903796.96512   0.0022821070540949657   0.0905235781529943   0.2837978815292471
158489319246.11108   0.0022482055386469574   0.08917881806487489   0.27958196262767254
160879237788.8798   0.002214807642320406   0.08785403486820702   0.275428672707289
163305194789.4338   0.00218190588367338   0.0865489317991329   0.27133708139221124
165767733684.88806   0.002149492892403438   0.08526321650232771   0.26730627212761965
168267406107.0464   0.0021175614076966017   0.08399660096550893   0.26333534197444275
170804772005.97076   0.0020861042766008747   0.0827488014549192   0.25942340140709036
173380399775.4141   0.002055114452423934   0.08151953845176824   0.2555695741141953
175994866380.14694   0.0020245849931545905   0.08030853658961717   0.2517729968023087
178648757485.20462   0.0019945090599076927   0.07911552459269335   0.24803281900251242
181342667587.0802   0.0019648799153921723   0.0779402352151226   0.24434820287990752
184077200146.8958   0.00193569092240184   0.07678240518106424   0.24071832304593385
186852967725.5851   0.001906935542328578   0.0756417751257344   0.2371423663734734
189670592121.11404   0.0018786073336976095   0.07451808953730492   0.23361953181469952
192530704507.76813   0.0018506999507245687   0.07341109669966721   0.2301490302216376
195433945577.53964   0.0018232071418939964   0.07232054863604595   0.22673008416938975
198380965683.6503   0.001796122748558931   0.07124620105344952   0.2233619277819828
201372424986.23813   0.0017694407035612927   0.0701878132879451   0.22004380656080247
204408993600.2378   0.0017431550298728068   0.06914514825074886   0.21677497721558153
207491351745.49106   0.0017172598392560998   0.0681179723751159   0.21355470749789648
210620189899.12408   0.001691749330945669   0.06710605556401884   0.2103822760371359
213796208950.22324   0.0016666177903484332   0.06610917113860293   0.20725697217890374
217020120356.8358   0.0016418595877636536   0.06512709578740966   0.20417809582583138
220292646305.3456   0.001617469177121808   0.06415960951635198   0.20114495728074716
223614519872.25165   0.001593441094742204   0.06320649559943312   0.19815687709217508
226986485188.3821   0.0015697699581090757   0.0622675405301982   0.1952131859021334
230409297605.58493   0.0015464504646658674   0.06134253397390776   0.19231322429619455
233883723865.93536   0.001523477390627393   0.060431268720419866   0.18945634265576725
237410542273.4954   0.00150084558980965   0.059533540637772824   0.18664190101257513
240990542868.6593   0.0014785499924770357   0.058649148626458085   0.18386926890529898
