z   Sigma_E1   Delta_E1   Sigma_E2   Delta_E2   Sigma_E3   Delta_E3   Sigma_nuR   Delta_nuR   Delta_phi_R   Delta_er   Delta_phiR_2m   Delta_psi_L   Delta_phi_L   
0.9154648152693663   0.003626087670665107   3.6157909558667477e-13   0.003626075655316507   3.9123671492368163e-13   0.002395917854943113   3.4160945502743027e-13   0.003559292267744257   1.0547878484416428e-12   -1.0547878484416428e-12   1.0547878484427058e-12   -1.0547878484427058e-12   1.0150403191393648e-12   7.823041429098306e-17
1.1075718683658278   0.0033759019104280196   8.208285487453936e-13   0.0033758793370554764   8.653813965669706e-13   0.0019336040414524348   5.799134042653802e-13   0.0035592923302205826   2.1871001768626964e-12   -2.187100176862696e-12   2.187100176864887e-12   -2.187100176864887e-12   2.1077552970474636e-12   2.2259702007579667e-16
1.2996789214622892   0.0031164968026985694   1.549838067531598e-12   0.0031164546901685662   1.6037867310634796e-12   0.001534042088692664   8.669291597072332e-13   0.003559292401642663   4.023414867970012e-12   -4.023414867970012e-12   4.0234148679791984e-12   -4.0234148679791984e-12   4.0254926094667755e-12   5.231181436291724e-16
1.5343910175560782   0.0027984460508813785   2.8808886602261608e-12   0.00279836567182308   2.943225822071655e-12   0.0011343433345642302   1.2650661349476437e-12   0.0035592925059968086   7.523865345099245e-12   -7.523865345099245e-12   7.523865345132787e-12   -7.523865345132789e-12   7.956635382678388e-12   1.2311007764553382e-15
1.7691031136498672   0.002489197062705673   4.744560350387608e-12   0.0024890570792820118   4.8125615155063685e-12   0.0008245329820173977   1.6602801711104768e-12   0.0035592926374695276   1.2780080682603527e-11   -1.2780080682603526e-11   1.2780080682695338e-11   -1.2780080682695338e-11   1.4338742658657494e-11   2.5072072904773323e-15
2.003815209743656   0.002196112237800234   7.125466561005324e-12   0.0021958816748106433   7.195363226840748e-12   0.0005910325165491611   1.992523895425878e-12   0.003559292805253832   2.0167470043786735e-11   -2.0167470043786738e-11   2.0167470044014248e-11   -2.0167470044014245e-11   2.4014089331712623e-11   4.5798174576378144e-15
2.238527305837445   0.0019238088058600952   9.932979590873562e-12   0.0019234506011679927   1.0002603546745845e-11   0.00041873422566541846   2.2269674832098967e-12   0.0035592930174307134   2.999814939554667e-11   -2.999814939554667e-11   2.999814939604565e-11   -2.999814939604565e-11   3.782100929334793e-11   7.666260438057741e-15
2.6097284166501384   0.0015407628121110598   1.4552557557092384e-11   0.0015402161067366593   1.460481953071372e-11   0.00023816126758582408   2.2871086523155923e-12   0.0035592934351369276   4.991943500228585e-11   -4.9919435002285847e-11   4.9919435003534786e-11   -4.9919435003534786e-11   6.836919811286717e-11   1.494278085293534e-14
2.980929527462832   0.001217946390463316   1.852569741911652e-11   0.0012172022834123757   1.8559479015583086e-11   0.00013288990471516825   2.0405542138109563e-12   0.003559293941199402   7.431566964627187e-11   -7.431566964627189e-11   7.431566964885392e-11   -7.431566964885392e-11   1.0946270391255915e-10   2.5271171991711997e-14
3.352130638275525   0.0009519834150789373   2.0995312247826527e-11   0.0009511708038557195   2.1007870321063242e-11   7.29204376780031e-05   1.6193709300934368e-12   0.0035592944928364853   1.0089109054915905e-10   -1.0089109054915905e-10   1.0089109055385082e-10   -1.0089109055385082e-10   1.5809435136200252e-10   3.830759634567632e-14
3.7233317490882185   0.000736968089616164   2.1609720304479742e-11   0.0007361888780080674   2.160769394722769e-11   3.9544269015383056e-05   1.1644213255172304e-12   0.0035592950388250565   1.2707301606967584e-10   -1.2707301606967584e-10   1.2707301607682594e-10   -1.2707301607682597e-10   2.0967334038823464e-10   5.322307970094678e-14
4.1432833753736995   0.0005461882308268674   2.0345871843858523e-11   0.0005455318247820881   2.033586632760085e-11   1.954054611913681e-05   7.297290345939908e-13   0.0035592955981487637   1.5373965622942688e-10   -1.5373965622942688e-10   1.5373965623981857e-10   -1.5373965623981854e-10   2.659464378173313e-10   7.10507207587401e-14
4.56323500165918   0.0004011385324762336   1.774549107038899e-11   0.00040063619356140936   1.7731546345960976e-11   9.51692080879171e-06   4.219146343381239e-13   0.0035592960636112105   1.758212260621931e-10   -1.758212260621931e-10   1.7582122607651665e-10   -1.7582122607651665e-10   3.155922331671449e-10   8.848078100525101e-14
4.983186627944661   0.000292329918764192   1.4638798431042403e-11   0.00029196429384733755   1.4625246504365088e-11   4.6338750736196346e-06   2.301473442177374e-13   0.003559296430781522   1.9319126031876634e-10   -1.9319126031876636e-10   1.9319126033742017e-10   -1.9319126033742017e-10   3.5670971270023454e-10   1.0444135529698968e-13
5.403138254230141   0.00021161757175697268   1.1561909584590658e-11   0.00021136358137270053   1.1550008875379808e-11   2.179691393964947e-06   1.2077779628182018e-13   0.0035592967115024923   2.0645501521980676e-10   -2.0645501521980678e-10   2.0645501524261195e-10   -2.0645501524261195e-10   3.8947484969897077e-10   1.1836178370467503e-13
5.823089880515622   0.00015228387004655845   8.870952965290009e-12   0.00015211049490628455   8.861506774154517e-12   1.1006106016402541e-06   5.929238527009964e-14   0.003559296922541173   2.164194099482138e-10   -2.164194099482138e-10   2.1641940997461886e-10   -2.1641940997461884e-10   4.148244804686397e-10   1.3007673943702243e-13
6.610978940736614   8.103938109808405e-05   5.080069896315992e-12   8.095591251667354e-05   5.074863574518528e-12   2.55625338559898e-07   1.6028582852374607e-14   0.0035592971747349933   2.2833978961085446e-10   -2.2833978961085451e-10   2.2833978964236e-10   -2.2833978964236e-10   4.46258192933932e-10   1.4627800354904168e-13
7.398868000957607   4.248125639798852e-05   2.7710868619159086e-12   4.244188029809218e-05   2.7683348555843934e-12   3.938766179522327e-08   4.058394197030651e-15   0.00355929731016244   2.347437345817851e-10   -2.347437345817851e-10   2.347437346165136e-10   -2.3474373461651354e-10   4.636759937637744e-10   1.564925685395209e-13
8.1867570611786   2.202995461940871e-05   1.4540799215935422e-12   2.2013330536684246e-05   1.4527358601543702e-12   3.298132585005894e-08   1.0955197465133896e-15   0.0035592973832844783   2.381922530772862e-10   -2.381922530772862e-10   2.3819225311411547e-10   -2.381922531141155e-10   4.731979015875293e-10   1.6271034768776869e-13
8.974646121399594   1.1280468519446232e-05   7.57722420846062e-13   1.1271777531276801e-05   7.572191001679802e-13   3.38339393022301e-09   2.2711715775981213e-16   0.0035592974234518395   2.400793060740544e-10   -2.400793060740544e-10   2.4007930611277627e-10   -2.400793061127763e-10   4.783583480381192e-10   1.6643257736237638e-13
9.762535181620589   5.75340839642673e-06   3.8768759831043494e-13   5.749432373113194e-06   3.8738994930227805e-13   -9.505282124836624e-11   1.411617131991619e-16   0.003559297444557044   2.4107040392619804e-10   -2.4107040392619804e-10   2.410704035569542e-10   -2.410704035569542e-10   4.810767642215232e-10   1.686021210963835e-13
10.784559806811556   2.3973928547272708e-06   1.6235299675885102e-13   2.3954830407331185e-06   1.6225480072497305e-13   -1.0705161725681016e-09   1.7571840083932295e-17   0.0035592974573083872   2.416700143303219e-10   -2.416700143303219e-10   2.4167001305366663e-10   -2.4167001305366663e-10   4.827241781039358e-10   1.700001230697174e-13
11.806584432002523   9.571860300768956e-07   6.500779709321287e-14   9.566345885821077e-07   6.496893557196444e-14   1.6822993501152543e-11   1.1364436199939515e-18   0.0035592974624670416   2.419138457075863e-10   -2.419138457075863e-10   2.4191384386461516e-10   -2.4191384386461516e-10   4.834054501360688e-10   1.706049209986974e-13
12.828609057193491   3.699705524743304e-07   2.5203455074189426e-14   3.698246856585785e-07   2.5190248783375625e-14   -4.4532987629251594e-11   1.1723932045555435e-18   0.003559297464426495   2.4200686535211545e-10   -2.4200686535211545e-10   2.4200686223824537e-10   -2.4200686223824537e-10   4.836706151406538e-10   1.7087208886835129e-13
13.850633682384458   1.3242115459187578e-07   9.071101786571358e-15   1.3227778322471445e-07   9.066785645746613e-15   -1.503818072392492e-10   -2.4403579330275613e-18   0.0035592974652160023   2.420442283543235e-10   -2.420442283543235e-10   2.420442234905377e-10   -2.420442234905377e-10   4.837773875339074e-10   1.709977112401045e-13
16.434663270690027   1.4515704712741967e-08   9.866687310606412e-16   1.456503369912837e-08   9.900127361092333e-16   6.906261432210132e-16   1.2817478216504824e-22   0.0035592974655494843   2.420601304319075e-10   -2.420601304319075e-10   2.4206012386236235e-10   -2.4206012386236235e-10   4.838250781483275e-10   1.7115774943441368e-13
19.018692858995596   3.212428937267101e-08   2.172804241378858e-15   3.2113012510357926e-08   2.171626887997086e-15   1.3006244886477331e-11   1.8779968317777807e-19   0.0035592974654721334   2.420564433446643e-10   -2.420564433446643e-10   2.4205643627212885e-10   -2.4205643627212885e-10   4.838152982535383e-10   1.7118021350808667e-13
21.602722447301165   2.1757620640432665e-08   1.4832561172889196e-15   2.1722528940429616e-08   1.481342419358477e-15   -1.2013108686156306e-11   -2.0251177326272561e-19   0.0035592974655114765   2.4205825989753103e-10   -2.4205825989753103e-10   2.4205825274407656e-10   -2.4205825274407656e-10   4.838203196223713e-10   1.7117561312103891e-13
47.44301833035685   1.463012889016092e-13   1.067711672713989e-20   1.0667509159023735e-13   7.828060322125746e-21   -8.641629253657603e-18   -1.3736811800670374e-25   0.003559297465593304   2.420620556099109e-10   -2.4206205560991086e-10   2.420620483301271e-10   -2.420620483301271e-10   4.838308879715492e-10   1.711684337349528e-13
73.28331421341254   -6.8636859134766104e-09   -4.679092690690939e-16   -6.852723043388948e-09   -4.673130246095761e-16   3.676081582781042e-12   6.196979321823997e-20   0.0035592974656187167   2.420632447604808e-10   -2.420632447604808e-10   2.4206323746097464e-10   -2.4206323746097464e-10   4.83834203407014e-10   1.7116731445017677e-13
100.0   -9.446347300809354e-14   -6.4397387063016205e-21   -6.967083279123685e-14   -4.751117585207396e-21   3.2877685141052904e-19   5.5423778440159864e-27   0.003559297465593545   2.4206205630882627e-10   -2.4206205630882627e-10   2.420620490061368e-10   -2.4206204900613673e-10   4.838308916773311e-10   1.7116713022474278e-13
