ME1   M_phiR   
131099187.46497762   10840118.573197816
131340903.65327372   10853438.908075921
131583065.50959165   10866775.610977992
131825673.855641   10880128.702017175
132068729.5146421   10893498.201331088
132312233.31133737   10906884.129082333
132556186.07198611   10920286.505458081
132800588.62437321   10933705.350670427
133045441.79780927   10947140.684956273
133290746.42313394   10960592.52857739
133536503.33271873   10974060.901820442
133782713.36046985   10987545.824997026
134029377.34183104   11001047.318443695
134276496.11378643   11014565.402521994
134524070.51486328   11028100.097618485
134772101.38513502   11041651.424144784
135020589.56622386   11055219.402537588
135269535.9013038   11068804.053258706
135518941.23510352   11082405.39679509
135768806.41390905   11096023.453658868
136019132.2855669   11109658.24438737
136269919.69948676   11123309.789543165
136521169.50664496   11136978.109714124
136772882.55958468   11150663.225513283
137025059.71242478   11164365.157579234
137277701.82085457   11178083.926575674
137530809.74214545   11191819.553191945
137784384.33514553   11205572.058142591
138038426.46028867   11219341.462167738
138292936.9795946   11233127.786032962
138547916.7566724   11246931.05052936
138803366.65672356   11260751.276473574
139059287.54654458   11274588.484707827
139315680.29453036   11288442.696099956
139572545.77067673   11302313.931543428
139829884.84658372   11316202.2119574
140087698.3954583   11330107.558286726
140345987.29211754   11344029.991502002
140604752.4129913   11357969.532599581
140863994.63612548   11371926.202601628
141123714.8411849   11385900.02255614
141383913.90945685   11399891.013536997
141644592.72385114   11413899.196643868
141905752.16890955   11427924.59300255
142167393.1308001   11441967.223764563
142429516.49732935   11456027.110107658
142692123.1579367   11470104.273235397
142955214.00370374   11484198.734377516
143218789.92735454   11498310.51478982
143482851.82325903   11512439.63575421
143747400.58743623   11526586.118578766
144012437.11755714   11540749.984597728
144277962.3129479   11554931.255171563
144543977.0745928   11569129.951686984
144810482.3051373   11583346.095556986
145077478.90889114   11597579.708220866
145344967.79183143   11611830.811144281
145612949.86160564   11626099.425819257
145881426.02753475   11640385.573764225
146150397.2006163   11654689.276524063
146419864.29352754   11669010.55567013
146689828.22062847   11683349.432800276
146960289.8979655   11697705.929538937
147231250.24327165   11712080.067536986
147502710.17597625   11726471.868472125
147774670.617199   11740881.354048437
148047132.48976278   11755308.545996936
148320096.71818772   11769753.466075111
148593564.2287009   11784216.136067312
148867535.9492366   11798696.577784633
149142012.80943996   11813194.81306496
149416995.74067023   11827710.863773026
149692485.67600378   11842244.751800414
149968483.55023742   11856796.499065628
150244990.29989144   11871366.127514087
150522006.86321297   11885953.659118187
150799534.18017894   11900559.115877321
151077573.1924994   11915182.519817917
151356124.84362072   11929823.892993461
151635190.07872874   11944483.25748455
151914769.84475204   11959160.635398906
152194865.09036505   11973856.048871418
152475476.7659914   11988569.520064177
152756605.82380763   12003301.071166534
153038253.21774346   12018050.724394983
153320419.90349174   12032818.501993543
153603106.8385024   12047604.426233297
153886314.98199573   12062408.519412976
154170045.29495615   12077230.803858457
154454298.7401425   12092071.30192321
154739076.282088   12106930.035988113
155024378.88710433   12121807.028461564
155310207.52328473   12136702.301779488
155596563.1605075   12151615.878405388
155883446.77043906   12166547.780830357
156170859.32653737   12181498.031573134
156458801.8040553   12196466.653180132
156747275.18004376   12211453.668225456
157036280.43335515   12226459.099310964
157325818.54464665   12241482.969066279
157615890.49638358   12256525.300148837
157906497.27284262   12271586.115243906
158197639.8601159   12286665.437064677
158489319.2461111   12301763.2883521
158781536.42056188   12316879.691875322
159074292.3750216   12332014.670431184
159367588.102877   12347168.246844823
159661424.59934172   12362340.443969173
159955802.86146712   12377531.2846854
160250723.8881421   12392740.791902738
160546188.68009737   12407968.988558581
160842198.23990873   12423215.897618508
161138753.5720004   12438481.542076314
161435855.6826487   12453765.944954053
161733505.57998514   12469069.129302064
162031704.27400005   12484391.118199013
162330452.7765459   12499731.93475193
162629752.1013409   12515091.602096226
162929603.26397213   12530470.143395754
163230007.28189936   12545867.581842821
163530965.1744582   12561283.940658243
163832477.9628637   12576719.24309136
164134546.67021385   12592173.512420082
164437172.32149357   12607646.771950966
164740355.943575   12623139.04501906
165044098.56522822   12638650.354988331
165348401.21711484   12654180.725251183
165653264.9318021   12669730.179229032
165958690.7437563   12685298.740371848
166264679.68935382   12700886.432158537
166571232.8068812   12716493.27809683
166878351.13653922   12732119.301723348
167186035.7204467   12747764.526603626
167494287.60264382   12763428.976332158
167803107.8290957   12779112.674532438
168112497.44769597   12794815.644856978
168422457.50827038   12810537.910987359
168732989.06258032   12826279.496634267
169044093.1643263   12842040.425537515
169355770.8691517   12857820.721466092
169668023.23464623   12873620.408218196
169980851.32034945   12889439.509621263
170294256.18775535   12905278.049532045
170608238.9003121   12921136.051836474
170922800.52343357   12937013.540450074
171237942.12449247   12952910.539317472
171553664.77283502   12968827.072413007
171869969.53977418   12984763.163740229
172186857.49860096   13000718.83733232
172504329.72458458   13016694.117251962
172822387.2949768   13032689.02759141
173141031.2890156   13048703.592472512
173460262.78792876   13064737.836046768
173780082.87493762   13080791.78249535
174100492.6352608   13096865.456029145
174421493.15611768   13112958.880888786
174743085.52673233   13129072.081344705
175065270.838337   13145205.081697145
175388050.18417603   13161357.906276215
175711424.65950933   13177530.57944192
176035395.36161625   13193723.125584193
176359963.38979933   13209935.56912295
176685129.84538788   13226167.9345081
177010895.83174255   13242420.24621964
177337262.4542555   13258692.52876751
177664230.82036194   13274984.806692
177991802.0395332   13291297.104563292
178319977.223292   13307629.446982028
178648757.48520535   13323981.858578835
178978143.94089636   13340354.36401475
179308137.70804432   13356746.987981081
179638739.9063893   13373159.755199468
179969951.65773588   13389592.690421937
180301774.085957   13406045.818430927
180634208.3169977   13422519.164039327
180967255.47887912   13439012.752090516
181300916.7017021   13455526.607458403
181635193.11765113   13472060.755047468
181970085.86099824   13488615.219792778
182305596.0681068   13505190.026660057
182641724.87743524   13521785.20064569
182978473.4295412   13538400.766776796
183315842.8670859   13555036.750111273
183653834.33483437   13571693.17573766
183992448.9796676   13588370.06877559
184331687.9505751   13605067.454375267
184671552.39867094   13621785.357718091
185012043.47718623   13638523.804016149
185353162.34148142   13655282.818512656
185694910.14904642   13672062.426481811
186037288.05950528   13688862.653228866
186380297.2346201   13705683.524090169
186723938.83829504   13722525.064433204
187068214.03658015   13739387.299656622
187413123.9976755   13756270.25519029
187758669.89193502   13773173.956495319
188104852.89187044   13790098.429064108
188451674.17215538   13807043.698420377
188799134.90962926   13824009.79011922
189147236.28330135   13840996.729747115
189495979.47435468   13858004.542922001
189845365.6661502   13875033.255293287
190195396.04423058   13892082.892541897
190546071.7963252   13909153.48038035
190897394.11235026   13926245.044552619
191249364.1844212   13943357.610834561
191601983.2068454   13960491.205033418
191955252.3761383   13977645.852988437
192309172.89101616   13994821.580570355
192663745.95240834   14012018.41368185
193018972.7634578   14029236.378257392
193374854.52952573   14046475.500263317
193731392.45819572   14063735.805697871
194088587.75927794   14081017.320591245
194446441.64481306   14098320.071005618
194804955.32907653   14115644.08303519
195164130.02858263   14132989.38280623
195523966.96208864   14150355.99647711
195884467.3505989   14167743.950238345
196245632.41736898   14185153.27031263
196607463.38790986   14202583.98295488
196969961.48999214   14220036.114452291
197333127.95365006   14237509.691124333
197696964.0111858   14255004.73932284
198061470.8971744   14272521.28543205
198426649.8484639   14290059.35586848
198792502.10418856   14307618.977081368
199159028.90576077   14325200.17555215
199526231.49688828   14342802.97779511
199894111.12356627   14360427.410356838
200262669.0340905   14378073.499816706
200631906.47905746   14395741.272786707
201001824.71136948   14413430.755911527
201372424.98623896   14431141.975868601
201743708.5611925   14448874.959368147
202115676.6960755   14466629.733153192
202488330.653056   14484406.32399964
202861671.6966293   14502204.758716285
203235701.0936221   14520025.064144876
203610420.11319685   14537867.267160133
203985830.02685603   14555731.394669805
204361932.1084465   14573617.473614708
204738727.63416374   14591525.530968754
205116217.8825571   14609455.593739051
205494404.13452992   14627407.688965732
205873287.6733531   14645381.843722427
206252869.78465688   14663378.085115721
206633151.7564486   14681396.440285832
207014134.87910455   14699436.936406042
207395820.4453835   14717499.600683182
207778209.7504269   14735584.46035748
208161304.09176415   14753691.54270263
208545104.76931706   14771820.875025854
208929613.0854041   14789972.484667907
209314830.34474492   14808146.399003163
209700757.85446483   14826342.645439615
210087396.92409912   14844561.251418948
210474748.86559755   14862802.24441656
210862814.99332887   14881065.651941614
211251596.62408516   14899351.501537077
211641095.07708636   14917659.820779758
212031311.67398477   14935990.637280352
212422247.73886946   14954343.978683487
212813904.5982709   14972719.872667756
213206283.58116615   14991118.346945804
213599386.01897916   15009539.429264171
213993213.24559477   15027983.147403771
214387766.59735024   15046449.529179333
214783047.41305375   15064938.60244009
215179057.03397575   15083450.395069215
215575796.80386317   15101984.934984297
215973268.06893966   15120542.250137195
216371472.177911   15139122.368514117
216770410.48196962   15157725.318135662
217170084.33479926   15176351.127056854
217570495.09257954   15194999.823367193
217971644.11399058   15213671.435190698
218373532.7602175   15232365.990685951
218776162.3949552   15251083.518046122
219179534.38441288   15269824.045499034
219583650.0973188   15288587.6013072
219988510.9049247   15307374.213767853
220394118.18101066   15326183.911213
220800473.30189058   15345016.722009514
221207577.64641237   15363872.674558938
221615432.5959725   15382751.797298027
222024039.5345072   15401654.118698135
222433399.84851155   15420579.667265937
222843514.92703077   15439528.471542846
223254386.16167465   15458500.560105512
223666014.94661793   15477495.961565658
224078402.67860594   15496514.704570174
224491550.7569592   15515556.817801135
224905460.58357826   15534622.329975873
225320133.5629485   15553711.269847006
225735571.10214475   15572823.666202473
226151774.61083627   15591959.547865605
226568745.50129133   15611118.943695137
226986485.18838212   15630301.882585272
227404995.08958954   15649508.393465716
227824276.62500796   15668738.505301725
228244331.21735013   15687992.24709415
228665160.29195186   15707269.64787947
229086765.276777   15726570.736729853
229509147.6024232   15745895.542753229
229932308.70212197   15765244.095093124
230356250.011754   15784616.422929179
230780972.96983984   15804012.555476544
231206479.0175599   15823432.521986619
231632769.59874514   15842876.351746432
232059846.15989244   15862344.07407919
232487710.15016475   15881835.71834408
232916363.02139685   15901351.31393636
233345806.22810045   15920890.890287422
233776041.22746897   15940454.47686481
234207069.4793826   15960042.103172287
234638892.44641322   15979653.798749866
235071511.59382927   15999289.593173863
235504928.3896009   16018949.516056927
235939144.3044048   16038633.597048111
236374160.8116292   16058341.865832886
236809979.38737905   16078074.35213321
237246601.51048073   16097831.085707556
237684028.6624883   16117612.096351014
238122262.3276836   16137417.41389511
238561303.99309182   16157247.068208331
239001155.1484722   16177101.089195516
239441817.28633848   16196979.506798605
239883291.9019485   16216882.350995976
240325580.49332476   16236809.651803201
240768684.56124493   16256761.439272417
241212605.60925773   16276737.743492879
241657345.14368302   16296738.594590763
242102904.673618   16316764.02272926
242549285.7109423   16336814.05810864
242996489.77032307   16356888.730966268
243444518.36922014   16376988.071576674
243893373.02789128   16397112.110251583
244343055.26939714   16417260.877339972
244793566.61960658   16437434.40322811
245244908.6072018   16457632.7183396
245697082.76368362   16477855.85313544
246150090.6233764   16498103.838114044
246603933.7234336   16518376.703811314
247058613.6038438   16538674.480800716
247514131.8074309   16558997.199693104
247970489.87987044   16579344.89113726
248427689.3696798   16599717.58581927
248885731.82823953   16620115.314463288
249344618.80978352   16640538.107830903
249804351.87141526   16660985.996721687
250264932.57310826   16681459.01197301
250726362.47771215   16701957.184460143
251188643.1509582   16722480.545096282
251651776.16146448   16743029.124832626
252115763.0807412   16763602.954658393
252580605.48319605   16784202.065600894
253046304.94613966   16804826.48872555
253512863.0497907   16825476.255135965
253980281.37728155   16846151.39597397
254448561.5146634   16866851.942419644
254917705.05091178   16887577.9256914
255387713.57793197   16908329.377045996
255858588.69056427   16929106.32777861
256330331.98658952   16949908.809222873
256802945.0667356   16970736.85275096
257276429.53467745   16991590.48977341
257750786.99705428   17012469.7517397
258226019.06345904   17033374.670137554
258702127.34646094   17054305.276493784
259179113.46159488   17075261.602373604
259656979.02737874   17096243.679381203
260135725.6653135   17117251.539159562
260615354.99988976   17138285.21339054
261095868.65859336   17159344.733794935
261577268.27191082   17180430.132132515
262059555.47333485   17201541.44020208
262542731.89937   17222678.689841498
263026799.18953815   17243841.91292776
263511758.98638403   17265031.141377043
263997612.93548086   17286246.40714472
264484362.68543592   17307487.742225446
264972009.88789612   17328755.178653184
265460556.19755363   17350048.74850126
265950003.27215257   17371368.483882464
266440352.77248922   17392714.41694886
266931606.36242956   17414086.579892334
267423765.70889863   17435485.00494397
267916832.4819037   17456909.72437483
268410808.35452336   17478360.770495296
268905695.0029255   17499838.175655648
269401494.10636723   17521341.972245865
269898207.3472018   17542872.192695722
270395836.4108846   17564428.86947486
270894382.9859783   17586012.035092812
271393848.7641589   17607621.722099043
271894235.4402217   17629257.963083044
272395544.71208656   17650920.790674325
272897778.28080404   17672610.237542503
273400937.85056096   17694326.336397346
273905025.1286863   17716069.1199888
274410041.825657   17737838.621107064
274915989.6551036   17759634.872582633
275422870.33381635   17781457.907286335
275930685.58175063   17803307.758129396
276439437.1220343   17825184.458063524
276949126.68096775   17847088.040080734
277459755.9880421   17869018.537213914
277971326.77592826   17890975.982536163
278483840.7805008   17912960.4091616
278997299.74082696   17934971.8502447
279511705.3991848   17957010.33898086
280027059.5010638   17979075.908606242
280543363.7951716   18001168.59239783
281060620.03344005   18023288.423673503
281578829.9710311   18045435.435792085
282097995.36634296   18067609.662153378
282618117.9810158   18089811.136198256
283139199.5799379   18112039.891408652
283661241.93125147   18134295.96130766
284184246.8063589   18156579.37945956
284708215.9799285   18178890.179469876
285233151.22990084   18201228.394985434
285759054.3374944   18223594.059694394
286285927.08721304   18245987.207326375
286813771.2668462   18268407.871652223
287342588.66748774   18290856.08648466
287872381.0835245   18313331.88567753
288403150.3126612   18335835.303126693
288934898.1559087   18358366.3727693
289467626.41760343   18380925.12858442
290001336.9054073   18403511.604592804
290536031.43031514   18426125.83485702
291071711.80666083   18448767.85348149
291608379.85212344   18471437.694612548
292146037.38773346   18494135.392438482
292684686.2378789   18516860.98118959
293224328.2303115   18539614.49513823
293764965.19615304   18562395.968598884
294306598.9699013   18585205.435928192
294849231.38943666   18608042.93152501
295392864.29602784   18630908.489830464
295937499.53433865   18653802.145328008
296483138.95243394   18676723.93254346
297029784.40178597   18699673.88604507
297577437.737282   18722652.040443614
298126100.81722414   18745658.43039219
298675775.5033496   18768693.090586845
299226463.6608183   18791756.055765845
299778167.15823877   18814847.360710546
300330887.8676564   18837967.0402447
300884627.664573   18861115.129235037
301439388.42794716   18884291.66259109
301995172.0402019   18907496.675265294
302551980.3872309   18930730.20225303
303109815.358405   18953992.278592672
303668678.8465786   18977282.93936566
304228572.7480961   19000602.219696533
304789498.9627983   19023950.154753
305351459.3940289   19047326.77974598
305914455.9486408   19070732.12992966
306478490.5370029   19094166.240601555
307043565.0730062   19117629.14710253
307609681.4740705   19141120.884816904
308176841.6611509   19164641.48917246
308745047.5587442   19188190.995640513
309314301.094897   19211769.43973603
309884604.20120543   19235376.857017405
310455958.81283617   19259013.283087093
311028366.8685136   19282678.753590867
311601830.31054676   19306373.30421874
312176351.084817   19330096.97070419
312751931.1407986   19353849.78882484
313328572.4315589   19377631.79440221
313906276.9137661   19401443.02330183
314485046.54769623   19425283.51143332
315064883.29723954   19449153.29475041
315645789.12990713   19473052.409251023
316227766.01683795   19496980.89097731
316810815.932805   19520938.776015703
317394940.85622257   19544926.100496992
317980142.7691524   19568942.90059635
318566423.657311   19592989.21253341
319153785.5100758   19617065.072572317
319742230.3204924   19641170.517021764
320331760.08528215   19665305.582235124
320922376.8048429   19689470.30461022
321514082.4832699   19713664.720589984
322106879.1283428   19737888.86666169
322700768.7515539   19762142.779357888
323295753.36809474   19786426.495255627
323891834.9968779   19810740.050977137
324489015.66053694   19835083.48318958
325087297.3854347   19859456.828605182
325686682.20167017   19883860.123981282
326287172.14308524   19908293.406120382
326888769.24727196   19932756.711870205
327491475.55557907   19957250.078123763
328095293.113119   19981773.541819386
328700223.9687752   20006327.139940813
329306270.1752084   20030910.90951721
329913433.7888642   20055524.887623254
330521716.86997974   20080169.111379188
331131121.4825908   20104843.61795085
331741649.6945386   20129548.444549754
332353303.5774771   20154283.62843314
332966085.20688134   20179049.2069041
333579996.6620475   20203845.217311326
334195040.02611494   20228671.697049778
334811217.38605314   20253528.683559958
335428530.83269024   20278416.214328796
336046982.4606999   20303334.326888904
336666574.3686232   20328283.058819227
337287308.65886927   20353262.447744854
337909187.43772334   20378272.531337075
338532212.8153544   20403313.347313497
339156386.905822   20428384.933438074
339781711.82708335   20453487.327521145
340408189.7010009   20478620.56741952
341035822.6533493   20503784.691036537
341664612.81382245   20528979.736322094
342294562.3160411   20554205.741272736
342925673.2975598   20579462.743931685
343557947.89987427   20604750.782388918
344191388.2684287   20630069.894781224
344825996.5526243   20655420.119292296
345461774.9058196   20680801.494152527
346098725.48535347   20706214.057639685
346736850.452531   20731657.84807812
347376151.9726534   20757132.90383973
348016632.21500456   20782639.263343163
348658293.35287344   20808176.96505451
349301137.56355476   20833746.047487065
349945167.0283577   20859346.549201448
350590383.932613   20884978.508805674
351236790.465681   20910641.964955177
351884388.82095844   20936336.95635291
352533181.19588625   20962063.521749377
353183169.791957   20987821.6999427
353834356.8147222   21013611.529778674
354486744.4737999   21039433.05015083
355140334.98288214   21065286.300000492
355795130.55974257   21091171.31831683
356451133.4262439   21117088.144136935
357108345.8083453   21143036.816545848
357766769.9361103   21169017.374676663
358426408.04371536   21195029.85771059
359087262.36945057   21221074.30487678
359749335.15574306   21247150.755452972
360412628.6491428   21273259.248764727
361077145.1003536   21299399.824186374
361742886.7642187   21325572.52114023
362409855.8997447   21351777.379097283
363078054.7701018   21378014.437576964
363747485.64263284   21404283.73614727
364418150.7888613   21430585.314424813
365090052.4844986   21456919.21207489
365763193.0094523   21483285.468811534
366437574.64783335   21509684.12439759
367113199.68796414   21536115.21864475
367790070.4223862   21562578.791413635
368468189.14786804   21589074.882613838
369147558.1654127   21615603.532204006
369828179.78026587   21642164.78019188
370510056.3019236   21668758.66663436
371193190.0441414   21695385.231637627
371877583.3249351   21722044.515356917
372563238.46660465   21748736.55799721
373250157.79571986   21775461.399812426
373938343.64315236   21802219.08110642
374627798.34406054   21829009.642232157
375318524.23791456   21855833.123592425
376010523.6684964   21882689.565639596
376703798.9839093   21909579.00887576
377398352.5365861   21936501.49385276
378094186.68329686   21963457.06117229
378791303.7851569   21990445.751485914
379489706.20763505   22017467.60549517
380189396.32056123   22044522.663951583
380890376.49813515   22071610.967656784
381592649.1189337   22098732.557462517
382296216.56591934   22125887.474270735
383001081.2264483   22153075.75903365
383707245.49227846   22180297.452753797
384414711.75957745   22207552.596484095
385123482.428931   22234841.231327914
385833559.9053525   22262163.39843917
386544946.59828323   22289519.13902213
387257644.92161804   22316908.494332116
387971657.2936899   22344331.50567465
388686986.13730305   22371788.214406494
389403633.8797179   22399278.66193482
390121602.95267636   22426802.88971789
390840895.7924025   22454360.939264897
391561514.83961207   22481952.852136012
392283462.5395209   22509578.669942465
393006741.34185344   22537238.434346642
393731353.7008506   22564932.18706211
394457302.07527846   22592659.969853703
395184588.9284366   22620421.82453756
395913216.728166   22648217.79298122
396643187.94685817   22676047.917103663
397374505.0614629   22703912.238875374
398107170.5534969   22731810.800318416
398841186.9090523   22759743.64350649
399576556.618805   22787710.810565
400313282.178023   22815712.3436711
401051366.0865767   22843748.285053845
401790810.8489392   22871818.676993933
402531618.97421265   22899923.56182445
403273792.97611225   22928062.98192999
404017335.3730011   22956236.979747754
404762248.687874   22984445.597766634
405508535.44838434   23012688.87852798
406256198.18684393   23040966.86462537
407005239.4402339   23069279.59870471
407755661.75021267   23097627.123464305
408507467.66312516   23126009.48165494
409260659.730011   23154426.716079924
410015240.5066133   23182878.86959516
410771212.5533876   23211365.985109225
411528578.43551004   23239888.10558341
412287340.72288644   23268445.274031803
413047501.99016106   23297037.533521343
413809064.81672496   23325664.927171893
414572031.78672516   23354327.4981563
415336405.48907495   23383025.289700527
416102188.5174541   23411758.345083404
416869383.4703364   23440526.707637373
417637992.950973   23469330.420747623
418408019.56742865   23498169.52785317
419179465.93256456   23527044.07244594
419952334.66406643   23555954.09807159
420726628.3844446   23584899.64832919
421502349.7210448   23613880.766871408
422279501.30605674   23642897.497404534
423058085.77652353   23671949.883688584
423838105.7743502   23701037.969537325
424619563.94631296   23730161.79881838
425402462.94406796   23759321.415453263
426186805.42416036   23788516.863417473
426972594.0480335   23817748.186740533
427759831.4820376   23847015.42950608
428548520.3974392   23876318.6358519
429338663.47042996   23905657.84997005
430130263.38213575   23935033.11610686
430923322.8186259   23964444.478563048
431717844.47092396   23993891.981693823
432513831.03500795   24023375.66990864
433311285.21183914   24052895.58767198
434110209.7073445   24082451.779502448
434910607.2324543   24112044.289973862
435712480.5030847   24141673.16371437
436515832.24016654   24171338.44540721
437320665.16964555   24201040.179790463
438126982.0224935   24230778.41165719
438934785.5347174   24260553.185855485
439744078.44736886   24290364.547288556
440554863.5065534   24320212.54091478
441367143.46343964   24350097.211747803
442180921.0742687   24380018.604856562
442996199.10036355   24409976.765365366
443812980.3081385   24439971.738454003
444631267.4691084   24470003.569357757
445451063.35989803   24500072.303367496
446272370.76225185   24530177.985829752
447095192.4630448   24560320.662146837
447919531.2542831   24590500.377776597
448745389.9331332   24620717.178233188
449572771.3019047   24650971.10908618
450401678.1680882   24681262.215961643
451232113.34433824   24711590.544541284
452064079.64850223   24741956.14056318
452897579.9036214   24772359.049821552
453732616.93794185   24802799.3181669
454569193.5849246   24833276.991506055
455407312.6832545   24863792.11580227
456246977.07685053   24894344.73707527
457088189.6148752   24924934.90140133
457930953.15174407   24955562.654913343
458775270.5471357   24986228.043800887
459621144.66600114   25016931.11431031
460468578.3785738   25047671.912744764
461317574.5603791   25078450.485464334
462168136.0922442   25109266.878886044
463020265.86030793   25140121.13948395
463873966.75603044   25171013.31378925
464729241.676205   25201943.448390346
465586093.52295816   25232911.589932647
466444525.2037808   25263917.785119344
467304539.631509   25294962.080710467
468166139.7243652   25326044.523524065
469029328.4059384   25357165.16043522
469894108.6052161   25388324.0383769
470760483.256584   25419521.204339676
471628455.2998383   25450756.705371868
472498027.68019533   25482030.588579576
473369203.3483018   25513342.901126828
474241985.26024485   25544693.69023558
475116376.37756157   25576083.003185812
475992379.66724986   25607510.887315623
476869998.1017778   25638977.390021265
477749234.65909404   25670482.55875723
478630092.32263803   25702026.44103633
479512574.0813498   25733609.084429752
480396682.92968035   25765230.536567148
481282421.8676037   25796890.84513676
482169793.90061736   25828590.057885148
483058802.0397738   25860328.22261805
483949449.30166173   25892105.387199357
484841738.7084472   25923921.599552367
485735673.2878549   25955776.907658756
486631256.0731996   25987671.359559443
487528490.103387   26019605.00335432
488427378.42292565   26051577.887202363
489327924.0819376   26083590.059321754
490230130.13616854   26115641.567989897
491133999.6469983   26147732.461543545
492039535.68145114   26179862.788378824
492946741.3122061   26212032.596951354
493855619.6176078   26244241.935776267
494766173.6816762   26276490.85342834
495678406.5941178   26308779.39854202
496592321.4503358   26341107.619811524
497507921.35144025   26373475.56599089
498425209.4042594   26405883.2858941
499344188.7213493   26438330.828395076
500264862.4210072   26470818.242427893
501187233.6272715   26503345.576986462
502111305.4699548   26535912.881125417
503037081.08462405   26568520.203959055
503964563.6126439   26601167.594662644
504893756.2011565   26633855.10247135
505824662.00311476   26666582.77668113
506757284.17728305   26699350.666648455
507691625.88824946   26732158.82179043
508627690.30643713   26765007.291584898
509565480.60811454   26797896.12557049
510504999.97540647   26830825.37334671
511446251.5963049   26863795.08457402
512389238.6646796   26896805.30897389
513333964.3802892   26929856.09632891
514280431.94879186   26962947.496482816
515228644.5817562   26996079.559340604
516178605.4966723   27029252.3348686
517130317.91696244   27062465.87309452
518083785.0719923   27095720.22410756
519039010.1970815   27129015.43805846
519995996.5335173   27162351.565159656
520954747.3285543   27195728.655685004
521915265.8354493   27229146.759970643
522877555.3134403   27262605.92841397
523841619.0277918   27296106.211474907
524807460.2497734   27329647.659674864
525775082.2566949   27363230.323597632
526744488.3319066   27396854.25388908
527715681.76481247   27430519.5012573
528688665.85088134   27464226.11647273
529663443.89165807   27497974.15036814
530640019.1947749   27531763.65383881
531618395.0739626   27565594.67784254
532598574.8490616   27599467.273399748
533580561.8460333   27633381.491593555
534564359.39697134   27667337.383569833
535549970.8401133   27701335.000537332
536537399.51985127   27735374.3937677
537526648.7867439   27769455.614595596
538517721.9975295   27803578.714418847
539510622.5151268   27837743.744698115
540505353.7086701   27871950.756957833
541501918.9534885   27906199.802785162
542500321.6311512   27940490.93383122
543500565.1294477   27974824.2018101
544502652.842422   28009199.658499725
545506588.1703739   28043617.355741575
546512374.5198727   28078077.345440824
547520015.3037684   28112579.679566443
548529513.9412035   28147124.410151236
549540873.8576248   28181711.58929198
550554098.4847946   28216341.269149434
551569191.2608029   28251013.501948472
552586155.6300781   28285728.339978136
553604995.0434   28320485.835591733
554625712.9579104   28355286.04120688
555648312.8371257   28390129.009305622
556672798.1509475   28425014.79243448
557699172.3756757   28459943.443204556
558727438.9940194   28494915.014291596
559757601.4951116   28529929.55843615
560789663.3745089   28564987.12844328
561823628.1342291   28600087.77718345
562859499.2827284   28635231.55759149
563897280.3349504   28670418.52266789
564936974.8123034   28705648.72547773
565978586.2426971   28740922.2191516
567022118.1605439   28776239.056885313
568067574.1067729   28811599.29194003
569114957.6288414   28847002.977642365
570164272.2807478   28882450.167384464
571215521.6230432   28917940.914624084
572268709.2228432   28953475.27288466
573323838.6538407   28989053.29575541
574380913.4963175   29024675.036891397
575439937.3371567   29060340.550013606
576500913.7698544   29096049.888909046
577563846.3945328   29131803.107430812
578628738.8179516   29167600.259498186
579695594.6535227   29203441.39909677
580764417.5213112   29239326.580278195
581835211.0480732   29275255.857161064
582907978.8672324   29311229.28392984
583982724.6189314   29347246.914836224
585059451.950007   29383308.804198
586138164.5140296   29419415.006400023
587218865.9713039   29455565.5758939
588301559.9888831   29491760.56719816
589386250.2405815   29528000.034898296
590472940.4069872   29564284.033646904
591561634.1754743   29600612.61816372
592652335.2402157   29636985.843235712
593745047.3021954   29673403.763717208
594839774.0692213   29709866.434529897
595936519.2559373   29746373.910662983
597035286.5838366   29782926.247173224
598136079.7812737   29819523.49918504
599238902.5834776   29856165.721890602
600343758.7325639   29892852.97054987
601450651.9775478   29929585.300490737
602559586.0743593   29966362.767109137
603670564.7858438   30003185.425868776
604783591.8818017   30040053.332302064
605898671.1389642   30076966.54200901
607015806.3410454   30113925.11065859
608135001.2787188   30150929.093987606
609256259.7496569   30187978.547801703
610379585.5585315   30225073.527974993
611504982.5170293   30262214.090450246
612632454.4438652   30299400.291238997
613762005.1647946   30336632.186421584
614893638.5126268   30373909.83214727
616027358.3272377   30411233.284634314
617163168.4555837   30448602.600170046
618301072.7517132   30486017.83511097
619441075.0767812   30523479.045882843
620583179.2990614   30560986.28898075
621727389.29396   30598539.6209692
622873708.9440281   30636139.098482214
624022142.1389785   30673784.77822348
625172692.775685   30711476.716966037
626325364.7582241   30749214.971553262
627480161.9978508   30786999.59889773
628637088.413051   30824830.655982595
629796147.9295183   30862708.199860465
630957344.4801943   30900632.287654385
632120682.0052692   30938602.976557504
633286164.4521983   30976620.323833246
634453795.775715   31014684.38681542
635623579.9378443   31052795.222908266
636795520.9079162   31090952.88958658
637969622.6625793   31129157.444395754
639145889.1858143   31167408.94495193
640324324.468947   31205707.448942024
641504932.5106628   31244053.014123835
642687717.3170193   31282445.698326144
643872682.9014609   31320885.559448805
645059833.284831   31359372.655462794
646249172.4953874   31397907.044410344
647440704.5688144   31436488.784404982
648634433.5482402   31475117.933631763
649830363.4842366   31513794.550346874
651028498.4348626   31552518.6928787
652228842.4656382   31591290.419626605
653431399.6495999   31630109.789062407
654636174.067276   31668976.85972917
655843169.8067286   31707891.69024224
657052390.9635547   31746854.33928891
658263841.6409025   31785864.86562857
