ME1   M_phiR   
1231402412206.2185   4825778298.09633
1233672829766.327   4831708213.211551
1235947433444.512   4837645415.00492
1238226230958.9946   4843589912.4303055
1240509230042.2263   4849541714.452579
1242796438440.9158   4855500830.047626
1245087863916.0544   4861467268.202362
1247383514242.9434   4867441037.91475
1249683397211.2192   4873422148.193802
1251987520624.8813   4879410608.059608
1254295892302.3225   4885406426.543349
1256608520076.3308   4891409612.687255
1258925411794.1714   4897420175.544756
1261246575317.5374   4903438124.180304
1263572018522.6577   4909463467.669593
1265901749300.2427   4915496215.099365
1268235775555.5918   4921536375.567634
1270574105208.5393   4927583958.183486
1272916746193.5627   4933638972.067307
1275263706459.7275   4939701426.350584
1277614993970.7974   4945771330.176131
1279970616705.182   4951848692.697904
1282330582656.0232   4957933523.081161
1284694899831.1943   4964025830.502405
1287063576253.3337   4970125624.149423
1289436619959.8716   4976232913.221283
1291814039003.0571   4982347706.928364
1294195841449.9863   4988470014.492359
1296582035382.6284   4994599845.146294
1298972628897.8545   5000737208.134539
1301367630107.4639   5006882112.712824
1303767047138.218   5013034568.148267
1306170888131.8403   5019194583.719319
1308579161245.1035   5025362168.715928
1310991874649.7764   5031537332.439346
1313409036532.737   5037720084.202365
1315830655095.9165   5043910433.329112
1318256738556.4102   5050108389.15528
1320687295146.421   5056313961.027925
1323122333113.3738   5062527158.305698
1325561860719.861   5068747990.358653
1328005886243.7322   5074976466.568413
1330454417978.0928   5081212596.328116
1332907464231.3394   5087456389.042444
1335365033327.1873   5093707854.127633
1337827133604.6985   5099967001.011489
1340293773418.3103   5106233839.133404
1342764961137.8643   5112508377.944371
1345240705148.633   5118790626.906994
1347721013851.35   5125080595.495505
1350205895662.2441   5131378293.195793
1352695359013.038   5137683729.505345
1355189412351.0405   5143996913.933421
1357688064139.0906   5150317856.000848
1360191322855.6746   5156646565.240269
1362699196994.8674   5162983051.195925
1365211695066.4497   5169327323.423901
1367728825595.8467   5175679391.49191
1370250597124.2478   5182039264.979532
1372777018208.5457   5188406953.478012
1375308097421.4546   5194782466.5904875
1377843843351.4553   5201165813.9318
1380384264602.8867   5207557005.128663
1382929369795.946   5213956049.819602
1385479167566.724   5220362957.65499
1388033666567.2356   5226777738.297057
1390592875465.446   5233200401.419906
1393156802945.3035   5239630956.709526
1395725457706.7673   5246069413.86381
1398298848465.8372   5252515782.592567
1400876983954.5833   5258970072.61754
1403459872921.181   5265432293.672428
1406047524129.9128   5271902455.502835
1408639946361.2607   5278380567.866442
1411237148411.849   5284866640.532804
1413839139094.5686   5291360683.283598
1416445927238.5115   5297862705.912403
1419057521689.0955   5304372718.224948
1421673931308.001   5310890730.038898
1424295164973.2935   5317416751.184096
1426921231579.3608   5323950791.502347
1429552140037.0374   5330492860.847668
1432187899273.5454   5337042969.086081
1434828518232.5903   5343601126.09579
1437474005874.3623   5350167341.767125
1440124371175.5713   5356741626.002564
1442779623129.479   5363323988.71676
1445439770745.928   5369914439.836543
1448104823051.373   5376512989.300946
1450774789088.9114   5383119647.061211
1453449677918.3142   5389734423.080809
1456129498616.0564   5396357327.335458
1458814260275.3533   5402988369.813142
1461503972006.163   5409627560.514068
1464198642935.2815   5416274909.450824
1466898282206.2847   5422930426.648194
1469602898979.6548   5429594122.143391
1472312502432.7163   5436266005.985845
1475027101759.7625   5442946088.237457
1477746706171.99   5449634378.972369
1480471324897.628   5456330888.277223
1483200967181.8772   5463035626.250951
1485935642287.009   5469748603.004954
1488675359492.366   5476469828.663044
1491420128094.3997   5483199313.36147
1494169957406.7021   5489937067.248941
1496924856760.0378   5496683100.486632
1499684835502.374   5503437423.248209
1502449902998.9146   5510200045.719834
1505220068632.1296   5516970978.10019
1507995341801.7893   5523750230.600492
1510775731925.0002   5530537813.444514
1513561248436.2073   5537333736.868537
1516351900787.2937   5544138011.121522
1519147698447.5203   5550950646.464905
1521948650903.6567   5557771653.172853
1524754767659.9138   5564601041.532037
1527566058238.0764   5571438821.841887
1530382532177.4346   5578285004.414371
1533204199034.9172   5585139599.574244
1536031068385.024   5592002617.658834
1538863149819.9573   5598874069.01829
1541700452949.5615   5605753964.015369
1544542987401.4248   5612642313.025628
1547390762820.88   5619539126.437356
1550243788871.0432   5626444414.6516075
1553102075232.8474   5633358188.082216
1555965631605.075   5640280457.155816
1558834467704.3906   5647211232.311851
1561708593265.3738   5654150524.002588
1564588018040.553   5661098342.69315
1567472751800.4375   5668054698.861506
1570362804333.5579   5675019602.998526
1573258185446.4666   5681993065.607903
1576158904963.8423   5688975097.206349
1579064972728.426   5695965708.323372
1581976398601.159   5702964909.501546
1584893192461.1108   5709972711.296271
1587815364205.619   5716989124.276049
1590742923750.2163   5724014159.022235
1593675881028.7698   5731047826.129318
1596614245993.4172   5738090136.204695
1599558028614.6711   5745141099.868855
1602507238881.4211   5752200727.755331
1605461886800.9739   5759269030.510715
1608421982399.0872   5766346018.79468
1611387535720.0042   5773431703.280005
1614358556826.487   5780526094.652581
1617335055799.8513   5787629203.611425
1620317042740.0002   5794741040.868708
1623304527765.4592   5801861617.149758
1626297521013.4155   5808990943.193105
1629296032639.7214   5816129029.750402
1632300072819.0005   5823275887.586634
1635309651744.582   5830431527.479881
1638324779628.644   5837595960.221596
1641345466702.1387   5844769196.6163645
1644371723214.9358   5851951247.482178
1647403559435.7498   5859142123.650192
1650440985652.2822   5866341835.965
1653484012171.1484   5873550395.284392
1656532649318.021   5880767812.47963
1659586907437.563   5887994098.435219
1662646796893.5383   5895229264.049109
1665712328068.8118   5902473320.232619
1668783511365.3923   5909726277.9104805
1671860357204.467   5916988148.020845
1674942876026.4382   5924258941.515311
1678031078290.9568   5931538669.358927
1681124974476.9597   5938827342.530222
1684224575082.7039   5946124972.021209
1687329890625.8032   5953431568.837413
1690440931643.27   5960747143.997897
1693557708691.517   5968071708.5352
1696680232346.4692   5975405273.49553
1699808513203.4946   5982747849.93854
1702942561877.5535   5990099448.937603
1706082389003.1208   5997460081.579567
1709228005234.3357   6004829758.965036
1712379421244.9248   6012208492.208123
1715536647728.35   6019596292.43673
1718699695397.7417   6026993170.792316
1721868574986.0095   6034399138.430099
1725043297245.846   6041814206.518985
1728223872949.768   6049238386.241604
1731410312890.156   6056671688.794334
1734602627879.2876   6064114125.387304
1737800828749.3762   6071565707.244418
1741004926352.608   6079026445.603379
1744214931561.1768   6086496351.71569
1747430855267.3232   6093975436.846685
1750652708383.37   6101463712.27554
1753880501841.7603   6108961189.295293
1757114246595.1003   6116467879.212869
1760353953616.1626   6123983793.349027
1763599633898.0005   6131508943.038549
1766851298453.8787   6139043339.630017
1770108958317.4255   6146586994.486086
1773372624542.555   6154139918.983243
1776642308203.6194   6161702124.512086
1779918020395.3318   6169273622.47708
1783199772232.92   6176854424.296836
1786487574852.0535   6184444541.403873
1789781439408.9636   6192043985.244834
1793081377080.4434   6199652767.280409
1796387399063.893   6207270898.985364
1799699516577.359   6214898391.848574
1803017740859.5698   6222535257.373026
1806342083169.977   6230181507.075844
1809672554788.7913   6237837152.488306
1813009167017.0208   6245502205.155855
1816351931176.5112   6253176676.638124
1819700858609.99   6260860578.508969
1823055960681.0679   6268553922.356396
1826417248774.3599   6276256719.782771
1829784734295.412   6283968982.404585
1833158428670.859   6291690721.852731
1836538343348.3438   6299421949.772265
1839924489796.6758   6307162677.822686
1843316879505.751   6314912917.677686
1846715523986.7095   6322672681.025433
1850120434771.8547   6330441979.568324
1853531623414.8142   6338220825.023276
1856949101490.4644   6346009229.121479
1860372880595.053   6353807203.608607
1863802972346.2012   6361614760.244755
1867239388382.9502   6369431910.8044615
1870682140365.8015   6377258667.076738
1874131239976.7551   6385095040.865085
1877586698919.35   6392941043.987499
1881048528918.7043   6400796688.276507
1884516741721.5537   6408661985.579168
1887991349096.2927   6416536947.757107
1891472362833.0212   6424421586.686536
1894959794743.5469   6432315914.25819
1898453656661.5098   6440219942.377543
1901953960442.306   6448133682.964556
1905460717963.2522   6456057147.953974
1908973941123.5024   6463990349.295071
1912493641844.2122   6471933298.951942
1916019832068.4539   6479886008.90325
1919552523761.383   6487848491.142507
1923091728910.1614   6495820757.677847
1926637459524.0835   6503802820.53223
1930189727634.578   6511794691.743366
1933748545295.2573   6519796383.363766
1937313924581.9573   6527807907.460743
1940885877592.7793   6535829276.116444
1944464416448.1306   6543860501.427857
1948049553290.7654   6551901595.506842
1951641300285.8264   6559952570.480134
1955239669620.8865   6568013438.489377
1958844673505.997   6576084211.691145
1962456324173.6897   6584164902.2568865
1966074633879.1067   6592255522.373125
1969699614899.9214   6600356084.241218
1973331279536.5088   6608466600.07766
1976969640111.858   6616587082.113811
1980614708971.744   6624717542.5962105
1984266498484.639   6632857993.786293
1987925021041.8857   6641008447.960715
1991590289057.6077   6649168917.411066
1995262314968.8828   6657339414.444187
1998941111235.6628   6665519951.381915
2002626690340.905   6673710540.561301
2006319064790.5747   6681911194.3345375
2010018247113.695   6690121925.068993
2013724249862.3894   6698342745.147234
2017437085611.9253   6706573666.967046
2021156766960.755   6714814702.941445
2024883306530.5598   6723065865.498703
2028616716966.2927   6731327167.08236
2032357010936.221   6739598620.151251
2036104201131.9768   6747880237.179536
2039858300268.5605   6756172030.6566305
2043619321084.4734   6764474013.087426
2047387276341.6375   6772786196.992033
2051162178825.571   6781108594.906092
2054944041345.299   6789441219.380502
2058732876733.531   6797784082.981732
2062528697846.5686   6806137198.291544
2066331517564.486   6814500577.9073105
2070141348791.0457   6822874234.44175
2073958204453.835   6831258180.523157
2077782097504.269   6839652428.795324
2081613040917.6416   6848056991.917581
2085451047693.1707   6856471882.564813
2089296130854.0408   6864897113.427479
2093148303447.4492   6873332697.211633
2097007578544.6482   6881778646.638944
2100873969240.991   6890234974.44671
2104747488655.9756   6898701693.387883
2108628149933.2974   6907178816.231102
2112515966240.8516   6915666355.760626
2116410950770.872   6924164324.776549
2120313116739.8477   6932672736.094547
2124222477388.7034   6941191602.546194
2128139045982.709   6949720936.978678
2132062835811.6616   6958260752.255129
2135993860189.7915   6966811061.254328
2139932132455.9478   6975371876.871035
2143877665973.5024   6983943212.015703
2147830474130.5376   6992525079.6148
2151790570339.7573   7001117492.61055
2155757968038.6316   7009720463.961148
2159732680689.3967   7018334006.640702
2163714721779.11   7026958133.639256
2167704104819.6963   7035592857.962817
2171700843347.9927   7044238192.633377
2175704950925.7957   7052894150.688929
2179716441139.9058   7061560745.183482
2183735327602.1748   7070237989.187093
2187761623949.5518   7078925895.785873
2191795343844.138   7087624478.082041
2195836500973.188   7096333749.193825
2199885109049.256   7105053722.255722
2203941181810.1064   7113784410.418207
2208004733018.906   7122525826.848069
2212075776464.1235   7131277984.728125
2216154325959.725   7140040897.257541
2220240395345.072   7148814577.651549
2224333998485.1157   7157599039.141782
2228435149270.2983   7166394294.975963
2232543861616.7466   7175200358.418262
2236660149466.179   7184017242.749002
2240784026786.0596   7192844961.264914
2244915507569.592   7201683527.279034
2249054605835.7827   7210532954.120772
2253201335629.485   7219393255.135906
2257355711021.4478   7228264443.68662
2261517746108.363   7237146533.151512
2265687455012.913   7246039536.925624
2269864851883.8213   7254943468.420457
2274049950895.8955   7263858341.063991
2278242766250.089   7272784168.300726
2282443312173.501   7281720963.591602
2286651602919.528   7290668740.414246
2290867652767.77   7299627512.262675
2295091476024.232   7308597292.647659
2299323087021.2197   7317578095.096401
2303562500117.54   7326569933.152894
2307809729698.3984   7335572820.377606
2312064790175.5986   7344586770.347834
2316327695987.451   7353611796.657418
2320598461598.9243   7362647912.916978
2324877101501.6475   7371695132.753844
2329163630213.9688   7380753469.812088
2333458062281.0044   7389822937.752547
2337760412274.69   7398903550.252851
2342070694793.826   7407995321.007428
2346388924464.1323   7417098263.727538
2350715115938.2925   7426212392.141291
2355049283896.009   7435337719.993664
2359391443044.0576   7444474261.046545
2363741608116.292   7453622029.0786495
2368099793873.8003   7462781037.885771
2372466015104.807   7471951301.280484
2376840286624.8833   7481132833.092509
2381222623276.836   7490325647.168392
2385613039930.9185   7499529757.371858
2390011551484.722   7508745177.583501
2394418172863.385   7517971921.7011385
2398832919019.485   7527210003.639504
2403255804933.2476   7536459437.330589
2407686845612.449   7545720236.723364
2412126056092.577   7554992415.784018
2416573451436.83   7564275988.495887
2421029046736.18   7573570968.859486
2425492857109.423   7582877370.892531
2429964897703.2305   7592195208.629971
2434445183692.2017   7601524496.123994
2438933730278.9126   7610865247.444058
2443430552693.971   7620217476.676911
2447935666196.066   7629581197.926611
2452449086072.0283   7638956425.31456
2456970827636.836   7648343172.97944
2461500906233.774   7657741455.077446
2466039337234.336   7667151285.7820015
2470586136038.438   7676572679.284121
2475141318074.309   7686005649.792075
2479704898798.704   7695450211.531774
2484276893696.798   7704906378.746437
2488857318282.3955   7714374165.696952
2493446188097.835   7723853586.66158
2498043518714.153   7733344655.936224
2502649325731.0825   7742847387.834316
2507263624777.1216   7752361796.68689
2511886431509.582   7761887896.842582
2516517761614.645   7771425702.667664
2521157630807.412   7780975228.546057
2525806054831.9604   7790536488.879361
2530463049461.3965   7800109498.086873
2535128630497.907   7809694270.605603
2539802813772.8257   7819290820.890328
2544485615146.634   7828899163.413501
2549177050509.1284   7838519312.6655035
2553877135779.32   7848151283.15436
2558585886905.653   7857795089.406082
2563303319865.895   7867450745.964373
2568029450667.356   7877118267.39097
2572764295346.7744   7886797668.265333
2577507869970.5425   7896488963.185012
2582260190634.5903   7906192166.76532
2587021273464.6094   7915907293.639702
2591791134615.9487   7925634358.459434
2596569790273.7876   7935373375.893881
2601357256653.135   7945124360.630413
2606153549998.8975   7954887327.374451
2610958686585.9336   7964662290.849479
2615772682719.108   7974449265.797077
2620595554733.3486   7984248266.976942
2625427318993.7   7994059309.166903
2630267991895.3813   8003882407.162949
2635117589863.8403   8013717575.779255
2639976129354.8193   8023564829.848214
2644843626854.359   8033424184.220365
2649720098878.972   8043295653.764643
2654605561975.536   8053179253.368078
2659500032721.526   8063074997.936177
2664403527724.892   8072982902.392579
2669316063624.2954   8082902981.679438
2674237657088.9863   8092835250.757094
2679168324819.037   8102779724.604453
2684108083545.234   8112736418.218659
2689056950029.255   8122705346.615385
2694014941063.672   8132686524.828727
2698982073472.0186   8142679967.911256
2703958364108.846   8152685690.934042
2708943829859.7827   8162703708.98667
2713938487641.5894   8172734037.177271
2718942354402.2173   8182776690.632539
2723955447120.8657   8192831684.497755
2728977782808.0405   8202899033.936814
2734009378505.621   8212978754.132262
2739050251286.8633   8223070860.285214
2744100418256.5815   8233175367.615624
2749159896551.036   8243292291.361961
2754228703338.1743   8253421646.78161
2759306855817.506   8263563449.150511
2764394371220.343   8273717713.763567
2769491266809.6772   8283884455.934288
2774597559880.421   8294063690.995184
2779713267759.2827   8304255434.297424
2784838407805.0083   8314459701.211226
2789972997408.2695   8324676507.125529
2795117053991.848   8334905867.4482765
2800270595010.638   8345147797.606324
2805433637951.7163   8355402313.045481
2810606200334.4004   8365669429.2305355
2815788299710.311   8375949161.645285
2820979953663.4297   8386241525.792546
2826181179810.158   8396546537.19419
2831391995799.379   8406864211.391158
2836612419312.5146   8417194563.943493
2841842468063.6006   8427537610.430373
2847082159799.285   8437893366.450036
2852331512299.02   8448261847.620044
2857590543374.944   8458643069.576964
2862859270872.1304   8469037047.976768
2868137712668.462   8479443798.494473
2873425886674.8774   8489863336.82455
2878723810835.245   8500295678.680566
2884031503126.612   8510740839.795582
2889348981559.075   8521198835.921806
2894676264176.034   8531669682.830994
2900013369054.0728   8542153396.314112
2905360314303.1514   8552649992.181624
2910717118066.608   8563159486.263405
2916083798521.2344   8573681894.408774
2921460373877.3345   8584217232.486531
2926846862378.789   8594765516.384974
2932243282303.115   8605326762.01192
2937649651961.531   8615900985.294743
2943065989699.0137   8626488202.18038
2948492313894.366   8637088428.635365
2953928642960.2905   8647701680.645882
2959374995343.386   8658327974.217653
2964831389524.3516   8668967325.376247
2970297844017.86   8679619750.166723
2975774377372.82   8690285264.654057
2981261008172.2417   8700963884.922762
2986757755033.496   8711655627.07732
2992264636608.183   8722360507.241804
2997781671582.3877   8733078541.560291
3003308878676.564   8743809746.196531
3008846276645.73   8754554137.334234
3014393884279.4717   8765311731.176968
3019951720402.019   8776082543.94821
3025519803872.309   8786866591.891382
3031098153584.05   8797663891.269854
3036686788465.7856   8808474458.36699
3042285727480.961   8819298309.486156
3047894989627.983   8830135460.95076
3053514593940.289   8840985929.104258
3059144559486.421   8851849730.310219
3064784905370.0293   8862726880.952223
3070435650730.0747   8873617397.43415
3076096814740.705   8884521296.179846
3081768416611.521   8895438593.633526
3087450475587.442   8906369306.259424
3093143010948.9697   8917313450.542196
3098846042012.0547   8928271042.986563
3104559588128.362   8939242100.117722
3110283668685.1357   8950226638.480972
3116018303105.4673   8961224674.64215
3121763510848.17   8972236225.187273
3127519311407.9863   8983261306.72284
3133285724315.589   8994299935.87572
3139062769137.661   9005352129.29323
3144850465476.9624   9016417903.643127
3150648832972.3955   9027497275.613667
3156457891299.0713   9038590261.913593
3162277660168.3794   9049696879.272198
3168108159328.0503   9060817144.439318
3173949408562.2256   9071951074.185373
3179801427691.537   9083098685.30143
3185664236573.11   9094259994.599068
3191537855100.7715   9105435018.910713
3197422303204.924   9116623775.089273
3203317600852.8213   9127826280.008556
3209223768048.429   9139042550.562918
3215140824832.6987   9150272603.667664
3221068791283.428   9161516456.258686
3227007687515.5386   9172774125.292894
3232957533680.9473   9184045627.747852
3238918349968.7793   9195330980.622091
3244890156605.3696   9206630200.935
3250872973854.347   9217943305.726885
3256866822016.7017   9229270312.05899
3262871721430.8525   9240611237.013525
3268887692472.7197   9251966097.69369
3274914755555.7905   9263334911.223698
3280952931131.1904   9274717694.748812
3287002239687.752   9286114465.435352
3293062701752.0977   9297525240.470768
3299134337888.642   9308950037.063524
3305217168699.811   9320388872.443409
3311311214825.9077   9331841763.861176
3317416496945.3994   9343308728.588984
3323533035774.771   9354789783.920008
3329660852068.8135   9366284947.168886
3335799966620.4746   9377794235.671314
3341950400261.1494   9389317666.784508
3348112173860.5317   9400855257.886799
3354285308326.903   9412407026.378084
3360469824606.999   9423972989.679453
3366665743686.232   9435553165.233513
3372873086588.6924   9447147570.504276
3379091874377.2334   9458756222.977215
3385322128153.5444   9470379140.159288
3391563869058.2197   9482016339.578966
3397817118270.8335   9493667838.786259
3404081897010.0093   9505333655.352741
3410358226533.4927   9517013806.87158
3416646128138.224   9528708310.957561
3422945623160.425   9540417185.247143
3429256732975.598   9552140447.398348
3435579478998.757   9563878115.091082
3441913882684.287   9575630206.026766
3448259965526.2427   9587396737.928782
3454617749058.1963   9599177728.54208
3460987254853.5347   9610973195.633627
3467368504525.3096   9622783156.99201
3473761519726.534   9634607630.427885
3480166322150.0454   9646446633.773611
3486582933528.7344   9658300184.883562
3493011375635.548   9670168301.63403
3499451670283.5767   9682051001.923267
3505903839326.1304   9693948303.671524
3512367904656.81   9705860224.82107
3518843888209.5845   9717786783.336218
3525331811958.863   9729727997.203363
3531831697919.57   9741683884.430996
3538343568147.2217   9753654463.04974
3544867444738.013   9765639751.112396
3551403349828.8213   9777639766.69385
3557951305597.4404   9789654527.891376
3564511334262.439   9801684052.824274
3571083458083.468   9813728359.634333
3577667699361.103   9825787466.485405
3584264080437.154   9837861391.563889
3590872623694.506   9849950153.07831
3597493351557.4307   9862053769.25978
3604126286491.428   9874172258.36161
3610771451003.536   9886305638.659742
3617428867642.187   9898453928.452396
3624098558997.447   9910617146.060383
3630780547701.0176   9922795309.826996
3637474856426.328   9934988438.118073
3644181507888.6123   9947196549.322018
3650900524844.986   9959419661.849827
3657631930094.523   9971657794.135126
3664375746478.333   9983910964.634188
3671131996879.641   9996179191.825966
3677900704223.8623   10008462494.212122
3684681891478.6953   10020760890.317074
3691475581654.127   10033074398.687904
3698281797802.674   10045403037.894663
3705100563019.236   10057746826.530014
3711931900441.414   10070105783.209677
3718775833249.3506   10082479926.572033
3725632384666.0464   10094869275.278585
3732501577957.1987   10107273848.01354
3739383436431.5234   10119693663.484299
3746277983440.5903   10132128740.421015
3753185242379.1455   10144579097.577087
3760105236684.9634   10157044753.72876
3767037989839.0933   10169525727.675463
3773983525365.8613   10182022038.239698
3780941866832.9688   10194533704.267101
3787913037851.5693   10207060744.626457
3794897062076.35   10219603178.209742
3801893963205.613   10232161023.932148
3808903764981.3516   10244734300.732101
3815926491189.337   10257323027.571314
3822962165659.1934   10269927223.434786
3830010812264.499   10282546907.330877
3837072454922.784   10295182098.291197
3844147117595.79   10307832815.37093
3851234824289.31   10320499077.64846
3858335599053.5244   10333180904.225832
3865449465982.832   10345878314.228342
3872576449216.1807   10358591326.80501
3879716572936.899   10371319961.128162
3886869861373.0303   10384064236.393911
3894036338797.1787   10396824171.821758
3901216029526.7637   10409599786.654932
3908408957924.025   10422391100.160288
3915615148396.1206   10435198131.628344
3922834625395.2095   10448020900.373331
3930067413418.534   10460859425.733208
3937313537008.506   10473713727.069704
3944573020752.7847   10486583823.768333
3951845889284.3657   10499469735.23843
3959132167281.66   10512371480.913187
3966431879468.598   10525289080.249693
3973745050614.629   10538222552.728842
3981071705534.9854   10551171917.85566
3988411869090.5234   10564137195.158913
3995765566188.0664   10577118404.191597
4003132821780.23   10590115564.530499
4010513660865.767   10603128695.776697
4017908108489.392   10616157817.55512
4025316189742.1265   10629202949.515049
4032737929761.122   10642264111.329672
4040173353730.0107   10655341322.696589
4047622486878.74   10668434603.337395
4055085354483.8433   10681543972.998041
4062561981868.4395   10694669451.448711
4070052394402.3384   10707811058.483883
4077556617502.1265   10720968813.922352
4085074676631.2515   10734142737.607277
4092606597300.1094   10747332849.406193
4100152405066.1333   10760539169.21105
4107712125533.876   10773761716.938242
4115285784355.1   10787000512.528635
4122873407228.8813   10800255575.94763
4130475019901.6104   10813526927.185041
4138090648167.2666   10826814586.255455
4145720317867.252   10840118573.197813
4153364054890.7495   10853438908.075914
4161021885174.5405   10866775610.97799
4168693834703.364   10880128702.017172
4176379929509.73   10893498201.331081
4184080195674.286   10906884129.082329
4191794659325.6455   10920286505.458076
4199523346640.664   10933705350.670422
4207266283844.4463   10947140684.956268
4215023497210.4478   10960592528.577385
4222795013060.5674   10974060901.820436
4230580857765.2354   10987545824.997023
4238381057743.5024   11001047318.44369
4246195639463.13   11014565402.52199
4254024629440.6797   11028100097.61848
4261868054241.6035   11041651424.14478
4269725940480.352   11055219402.537615
4277598314820.376   11068804053.258701
4285485203974.4097   11082405396.795115
4293386634704.2993   11096023453.658863
4301302633821.375   11109658244.387394
4309233228186.2593   11123309789.543161
4317178444709.2393   11136978109.714119
4325138310350.0796   11150663225.513279
4333112852118.391   11164365157.57923
4341102097073.445   11178083926.575672
4349106072324.543   11191819553.191942
4357124805030.847   11205572058.14259
4365158322401.6655   11219341462.167734
4373206651696.455   11233127786.032959
4381269820224.9346   11246931050.529356
4389347855347.174   11260751276.47357
4397440784473.689   11274588484.707825
4405548635065.534   11288442696.09995
4413671434634.396   11302313931.543425
4421809210742.6875   11316202211.957397
4429961991003.636   11330107558.286724
4438129803081.403   11344029991.502028
4446312674691.084   11357969532.599577
4454510633598.999   11371926202.601656
4462723707622.519   11385900022.556135
4470951924630.448   11399891013.536995
4479195312542.83   11413899196.643864
4487453899331.332   11427924593.002546
4495727713019.047   11441967223.764559
4504016781680.882   11456027110.107653
4512321133443.382   11470104273.23539
4520640796485.022   11484198734.377514
4528975799036.214   11498310514.789816
4537326169379.419   11512439635.75421
4545691935849.245   11526586118.57876
4554073126832.545   11540749984.597723
4562469770768.505   11554931255.171558
4570881896148.752   11569129951.68698
4579309531517.44   11583346095.55698
4587752705471.357   11597579708.220861
4596211446660.012   11611830811.144276
4604685783785.738   11626099425.819252
4613175745603.81   11640385573.764252
4621681360922.442   11654689276.524061
4630202658603.099   11669010555.670156
4638739667560.305   11683349432.800274
4647292416762.05   11697705929.538933
4655860935229.582   11712080067.536982
4664445252037.808   11726471868.472118
4673045396315.09   11740881354.048433
4681661397243.651   11755308545.996933
4690293284059.384   11769753466.075106
4698941086052.161   11784216136.067308
4707604832565.84   11798696577.784628
4716284552998.383   11813194813.064957
4724980276801.953   11827710863.77302
4733692033483.019   11842244751.800411
4742419852602.448   11856796499.06562
4751163763775.616   11871366127.514082
4759923796672.498   11885953659.118181
4768699981017.777   11900559115.877317
4777492346590.96   11915182519.817944
4786300923226.38   11929823892.993456
4795125740813.518   11944483257.484577
4803966829296.804   11959160635.398901
4812824218676.037   11973856048.871445
4821697939006.174   11988569520.064173
4830588020397.738   12003301071.16653
4839494493016.617   12018050724.394978
4848417387084.473   12032818501.993536
4857356732878.529   12047604426.233292
4866312560731.996   12062408519.41297
4875284901033.87   12077230803.858454
4884273784229.257   12092071301.923204
4893279240819.376   12106930035.988108
4902301301361.686   12121807028.46156
4911339996469.983   12136702301.779486
4920395356814.511   12151615878.405382
4929467413122.062   12166547780.830353
4938556196176.077   12181498031.57313
4947661736816.762   12196466653.180126
4956784065941.179   12211453668.225452
4965923214503.378   12226459099.310991
4975079213514.402   12241482969.066273
4984252094042.614   12256525300.148867
4993441887213.493   12271586115.243902
5002648624210.072   12286665437.06467
5011872336272.715   12301763288.352097
5021113054699.548   12316879691.875319
5030370810846.24   12332014670.431183
5039645636126.438   12347168246.844816
5048937562011.564   12362340443.96917
5058246620031.147   12377531284.685394
5067572841772.83   12392740791.902733
5076916258882.495   12407968988.558578
5086276903064.371   12423215897.618504
5095654806081.1455   12438481542.07631
5105049999754.064   12453765944.954046
5114462515963.049   12469069129.302057
5123892386646.796   12484391118.199007
5133339643802.892   12499731934.751923
5142804319487.939   12515091602.096256
5152286445817.562   12530470143.395748
5161786054966.744   12545867581.842854
5171303179169.624   12561283940.65824
5180837850719.944   12576719243.09139
5190390101970.815   12592173512.420078
5199959965335.173   12607646771.950962
5209547473285.543   12623139045.019054
5219152658354.493   12638650354.988327
5228775553134.403   12654180725.251179
5238416190277.918   12669730179.229029
5248074602497.733   12685298740.371841
5257750822566.949   12700886432.158531
5267444883319.066   12716493278.096827
5277156817648.125   12732119301.723343
5286886658508.813   12747764526.60362
5296634438916.581   12763428976.332155
5306400191947.749   12779112674.532433
5316183950739.626   12794815644.856972
5325985748490.616   12810537910.987356
5335805618460.332   12826279496.634262
5345643593969.735   12842040425.537546
5355499708401.133   12857820721.46609
5365373995198.534   12873620408.218225
5375266487867.438   12889439509.621258
5385177219975.295   12905278049.532042
5395106225151.268   12921136051.83647
5405053537086.702   12937013540.450068
5415019189534.884   12952910539.317467
5425003216311.513   12968827072.413004
5435005651294.478   12984763163.740225
5445026528424.22   13000718837.332315
5455065881703.739   13016694117.251959
5465123745198.728   13032689027.591404
5475200153037.684   13048703592.472507
5485295139412.035   13064737836.046762
5495408738576.248   13080791782.495344
5505540984847.946   13096865456.029139
5515691912608.028   13112958880.888783
5525861556300.781   13129072081.344704
5536049950434.022   13145205081.697178
5546257129579.1045   13161357906.27621
5556483128371.278   13177530579.44195
5566727981509.475   13193723125.584188
5576991723756.779   13209935569.12298
5587274389940.194   13226167934.508093
5597576014951.116   13242420246.219637
5607896633745.089   13258692528.767502
5618236281342.29   13274984806.691996
5628594992827.284   13291297104.563286
5638972803349.505   13307629446.98202
5649369748123.034   13323981858.578829
5659785862426.972   13340354364.014746
5670221181605.439   13356746987.981073
5680675741067.729   13373159755.199465
5691149576288.414   13389592690.421932
5701642722807.478   13406045818.430922
5712155216230.432   13422519164.03932
5722687092228.432   13439012752.090511
5733238386538.407   13455526607.458399
5743809134963.176   13472060755.047462
5754399373371.59   13488615219.79281
5765009137698.544   13505190026.66005
5775638463945.352   13521785200.645723
5786287388179.516   13538400766.77679
5796955946535.227   13555036750.111267
5807644175213.112   13571693175.737656
5818352110480.731   13588370068.775585
5829079788672.325   13605067454.375261
5839827246189.313   13621785357.718084
